Term 1,Term 2,Frequency of Bigram,Frequency of Context (Term 1),Conditional Probability
depas,>,1,1,1.0
los,depas,1,24,0.041666666666666664
tan,rapido,1,1,1.0
rapido,se,1,2,0.5
se,refleje,1,56,0.017857142857142856
refleje,en,1,1,1.0
sea,lo,1,8,0.125
mi,saes,1,27,0.037037037037037035
es,ponpompurin,1,67,0.014925373134328358
vieron,en,1,2,0.5
ponpompurin,>,1,1,1.0
ahi,te,1,6,0.16666666666666666
te,las,1,40,0.025
las,mando,1,17,0.058823529411764705
mando,>,1,1,1.0
<,tuviste,1,1654,0.0006045949214026602
probabilidad,?,1,1,1.0
en,probabilidad,1,54,0.018518518518518517
hablar,>,1,1,1.0
a,hablar,1,81,0.012345679012345678
me,dejaron,1,81,0.012345679012345678
trato,?,1,1,1.0
pues,es,1,8,0.125
<,pensé,1,1654,0.0006045949214026602
jjaajaja,pues,1,1,1.0
<,jjaajaja,1,1654,0.0006045949214026602
ejemplo,>,1,1,1.0
pensé,que,1,1,1.0
que,era,1,38,0.02631578947368421
era,del,1,6,0.16666666666666666
del,normal,1,8,0.125
normal,>,1,2,0.5
<,kepasa,1,1654,0.0006045949214026602
kepasa,chiko,1,1,1.0
x,ejemplo,1,14,0.07142857142857142
gerry,x,1,1,1.0
chiko,>,1,2,0.5
<,andaleeee,1,1654,0.0006045949214026602
andaleeee,>,1,1,1.0
<,chekale,1,1654,0.0006045949214026602
chekale,en,1,1,1.0
los,tengo,1,24,0.041666666666666664
un,trato,1,29,0.034482758620689655
te,va,1,40,0.025
hacemos,un,1,1,1.0
dejaron,>,1,1,1.0
eso,jaja,1,25,0.04
<,perrito,1,1654,0.0006045949214026602
perrito,emocionado,1,2,0.5
emocionado,>,1,1,1.0
justo,eso,1,2,0.5
tengo,justo,1,24,0.041666666666666664
tienes,esta,1,5,0.2
trae,las,1,1,1.0
<,trae,1,1654,0.0006045949214026602
traer,mis,1,2,0.5
mis,cosas,1,2,0.5
cosas,?,1,5,0.2
oye,chica,1,8,0.125
<,jjajaj,1,1654,0.0006045949214026602
nadie,sabe,1,3,0.3333333333333333
jjajaj,>,1,1,1.0
<,hacemos,1,1654,0.0006045949214026602
que,nadie,1,38,0.02631578947368421
la,mochila,1,74,0.013513513513513514
mochila,de,1,1,1.0
de,monika,1,108,0.009259259259259259
monika,y,1,1,1.0
salsa,",",1,1,1.0
la,salsa,1,74,0.013513513513513514
me,dijo,1,81,0.012345679012345678
dijo,q,1,2,0.5
traer,la,1,2,0.5
nos,puedes,1,3,0.3333333333333333
fueron,?,1,2,0.5
se,fueron,1,56,0.017857142857142856
q,estaban,1,164,0.006097560975609756
estaban,malitos,1,2,0.5
malitos,los,1,1,1.0
estadistica,?,1,1,1.0
programas,q,1,3,0.3333333333333333
q,teniamos,1,164,0.006097560975609756
teniamos,u.u,1,1,1.0
baja,estadistica,1,1,1.0
sabes,cómo,1,4,0.25
cómo,se,1,1,1.0
hace,eso,1,3,0.3333333333333333
moni,me,1,1,1.0
q,moni,1,164,0.006097560975609756
coches,>,1,1,1.0
a,tardar,1,81,0.012345679012345678
de,ernrsto,1,108,0.009259259259259259
ernrsto,>,1,1,1.0
que,creo,1,38,0.02631578947368421
creo,que,1,15,0.06666666666666667
me,voy,1,81,0.012345679012345678
a,gerry,1,81,0.012345679012345678
servilletas,?,1,2,0.5
y,servilletas,1,57,0.017543859649122806
tardar,>,1,1,1.0
los,coches,1,24,0.041666666666666664
si,tt,1,162,0.006172839506172839
avr,te,1,6,0.16666666666666666
catsup,y,1,1,1.0
",",catsup,1,60,0.016666666666666666
parece,si,1,3,0.3333333333333333
si,yo,1,162,0.006172839506172839
yo,hago,1,31,0.03225806451612903
hago,lo,1,2,0.5
mande,un,1,1,1.0
niii,>,1,1,1.0
jennie,y,1,2,0.5
años,de,1,1,1.0
edad,algunas,1,1,1.0
algunas,miembros,1,2,0.5
miembros,>,1,1,1.0
la,ecuacion,1,74,0.013513513513513514
pq,yena,1,23,0.043478260869565216
yena,tiene,1,1,1.0
25,",",1,3,0.3333333333333333
",",sakura,1,60,0.016666666666666666
area,",",1,1,1.0
x,area,1,14,0.07142857142857142
sakura,creo,1,1,1.0
creo,26,1,15,0.06666666666666667
26,y,1,1,1.0
y,wonyo,1,57,0.017543859649122806
wonyo,apenas,1,1,1.0
apenas,cumplio,1,3,0.3333333333333333
cumplio,20,1,1,1.0
20,>,1,1,1.0
nooo,",",1,5,0.2
de,edad,1,108,0.009259259259259259
tantos,años,1,1,1.0
guglie,>,1,1,1.0
llevaran,tantos,1,1,1.0
obtiene,a,1,1,1.0
y,tiene,1,57,0.017543859649122806
25,omg,1,3,0.3333333333333333
sp,joven,1,3,0.3333333333333333
apoko,no,1,3,0.3333333333333333
q,sii,1,164,0.006097560975609756
jajaja,nooo,1,23,0.043478260869565216
q,todas,1,164,0.006097560975609756
se,obtiene,1,56,0.017857142857142856
todas,se,1,1,1.0
ven,jovenes,1,2,0.5
jovenes,>,1,1,1.0
ecuacion,se,1,1,1.0
bn,random,1,25,0.04
random,que,1,1,1.0
que,en,1,38,0.02631578947368421
en,izone,1,54,0.018518518518518517
izone,se,1,2,0.5
se,llevaran,1,56,0.017857142857142856
",",de,1,60,0.016666666666666666
q,saku,1,164,0.006097560975609756
saku,ya,1,1,1.0
tiene,>,1,9,0.1111111111111111
precio,de,1,1,1.0
de,economía,1,108,0.009259259259259259
economía,>,1,1,1.0
oye,otra,1,8,0.125
otra,jaja,1,6,0.16666666666666666
<,oyeeee,1,1654,0.0006045949214026602
oyeeee,>,1,1,1.0
te,estoy,1,40,0.025
el,precio,1,43,0.023255813953488372
estoy,marcando,1,10,0.1
marcando,>,1,1,1.0
sea,el,1,8,0.125
y,o,1,57,0.017543859649122806
eje,y,1,1,1.0
lo,usan,1,41,0.024390243902439025
usan,los,1,1,1.0
los,chabos,1,24,0.041666666666666664
chabos,>,1,1,1.0
al,eje,1,10,0.1
de,una,1,108,0.009259259259259259
la,tarea,1,74,0.013513513513513514
llevaba,la,1,1,1.0
valor,de,1,1,1.0
<,27,1,1654,0.0006045949214026602
27,>,1,1,1.0
siii,jajjaja,1,36,0.027777777777777776
variable,x,1,1,1.0
hecho,si,1,8,0.125
dio,miedo,1,3,0.3333333333333333
la,variable,1,74,0.013513513513513514
<,etooo,1,1654,0.0006045949214026602
cada,valor,1,2,0.5
esto,llevaba,1,2,0.5
etooo,>,1,1,1.0
para,cada,1,11,0.09090909090909091
casa,para,1,8,0.125
estamos,aki,1,2,0.5
aki,>,1,3,0.3333333333333333
q,estudiosos,1,164,0.006097560975609756
estudiosos,>,1,1,1.0
solo,esto,1,9,0.1111111111111111
a,traves,1,81,0.012345679012345678
traves,de,1,1,1.0
eh,>,1,3,0.3333333333333333
siglo,>,1,1,1.0
lloro,>,1,1,1.0
lol,quedo,1,4,0.25
quedo,>,1,1,1.0
",",perdoname,1,60,0.016666666666666666
no,habia,1,152,0.006578947368421052
visto,xdd,1,5,0.2
no,devoro,1,152,0.006578947368421052
devoro,>,1,1,1.0
<,ayuno,1,1654,0.0006045949214026602
ayuno,>,1,1,1.0
escuchaste,nemonemo,1,3,0.3333333333333333
yo,ya,1,31,0.03225806451612903
le,hice,1,18,0.05555555555555555
hice,stream,1,2,0.5
stream,como,1,1,1.0
como,10000,1,20,0.05
10000,veces,1,2,0.5
ya,de,1,96,0.010416666666666666
de,repente,1,108,0.009259259259259259
no,nada,1,152,0.006578947368421052
del,siglo,1,8,0.125
la,guglie,1,74,0.013513513513513514
digo,del,1,5,0.2
y,jisoo,1,57,0.017543859649122806
preguntale,al,1,1,1.0
<,preguntale,1,1654,0.0006045949214026602
jisoo,?,1,1,1.0
<,:,1,1654,0.0006045949214026602
:,00,1,1,1.0
00,>,1,1,1.0
q,o,1,164,0.006097560975609756
para,q,1,11,0.09090909090909091
<,imaginate,1,1654,0.0006045949214026602
imaginate,>,1,1,1.0
la,colab,1,74,0.013513513513513514
colab,del,1,2,0.5
claro,neni,1,10,0.1
marcarlos,>,1,1,1.0
q,marcarlos,1,164,0.006097560975609756
tienes,q,1,5,0.2
q,digo,1,164,0.006097560975609756
perdoname,>,1,1,1.0
repente,no,1,1,1.0
no,contetso,1,152,0.006578947368421052
contetso,>,1,1,1.0
es,singgg,1,67,0.014925373134328358
<,hiciste,1,1654,0.0006045949214026602
escribiste,sing,1,1,1.0
mx+b,>,1,1,1.0
sing,>,1,1,1.0
primera,vez,1,2,0.5
vez,pero,1,7,0.14285714285714285
q,era,1,164,0.006097560975609756
era,sign,1,6,0.16666666666666666
muy,bien,1,13,0.07692307692307693
=,mx+b,1,1,1.0
y,=,1,57,0.017543859649122806
<,oficialmente,1,1654,0.0006045949214026602
de,y,1,108,0.009259259259259259
oficialmente,somos,1,1,1.0
somos,jigumis,1,1,1.0
apoko,>,1,3,0.3333333333333333
<,luego,1,1654,0.0006045949214026602
luego,q,1,8,0.125
q,crees,1,164,0.006097560975609756
q,escribiste,1,164,0.006097560975609756
bien,jajaja,1,18,0.05555555555555555
hiciste,los,1,1,1.0
visto,como,1,5,0.2
u.u,",",1,6,0.16666666666666666
singgg,>,1,1,1.0
es,sign,1,67,0.014925373134328358
tengo,u.u,1,24,0.041666666666666664
ay,yo,1,5,0.2
yo,tambieeeen,1,31,0.03225806451612903
tambieeeen,>,1,1,1.0
lo,he,1,41,0.024390243902439025
hoy,?,1,8,0.125
los,ejercicios,1,24,0.041666666666666664
álgebra,de,1,1,1.0
como,50,1,20,0.05
50,veces,1,1,1.0
lo,juro,1,41,0.024390243902439025
juro,>,1,1,1.0
de,álgebra,1,108,0.009259259259259259
ejercicios,de,1,1,1.0
esta,bien,1,25,0.04
eh,eh,1,3,0.3333333333333333
predecir,al,1,1,1.0
<,niii,1,1654,0.0006045949214026602
problemario,>,1,1,1.0
otra,pregunta,1,6,0.16666666666666666
pregunta,jeje,1,1,1.0
jeje,>,1,2,0.5
<,esa,1,1654,0.0006045949214026602
esa,ya,1,5,0.2
ya,las,1,96,0.010416666666666666
las,tengo,1,17,0.058823529411764705
tengo,jajaj,1,24,0.041666666666666664
<,n9,1,1654,0.0006045949214026602
lo,esperado,1,41,0.024390243902439025
n9,le,1,1,1.0
crear,?,1,1,1.0
q,crear,1,164,0.006097560975609756
empalagan,>,1,1,1.0
entendi,tampoco,1,3,0.3333333333333333
tampoco,jaja,1,2,0.5
examen,vale,1,8,0.125
vale,1pto,1,12,0.08333333333333333
1pto,extra,1,1,1.0
<,otra,1,1654,0.0006045949214026602
el,problemario,1,43,0.023255813953488372
va,kemar,1,18,0.05555555555555555
esperado,>,1,1,1.0
hoy,vamos,1,8,0.125
les,va,1,3,0.3333333333333333
a,hacer,1,81,0.012345679012345678
de,bases,1,108,0.009259259259259259
bases,de,1,1,1.0
de,dstos,1,108,0.009259259259259259
dstos,>,1,1,1.0
q,en,1,164,0.006097560975609756
en,ru,1,54,0.018518518518518517
ru,caso,1,1,1.0
caso,solo,1,2,0.5
solo,son,1,9,0.1111111111111111
son,>,1,9,0.1111111111111111
<,3,1,1654,0.0006045949214026602
3,>,1,2,0.5
se,les,1,56,0.017857142857142856
sobre,el,1,2,0.5
máster,>,1,1,1.0
eh,máster,1,3,0.3333333333333333
extra,>,1,1,1.0
<,estos,1,1654,0.0006045949214026602
estos,>,1,1,1.0
<,uff,1,1654,0.0006045949214026602
demostrar,lo,1,1,1.0
q,esta,1,164,0.006097560975609756
esta,en,1,25,0.04
algunas,>,1,2,0.5
en,algunas,1,54,0.018518518518518517
en,pluma,1,54,0.018518518518518517
bn,en,1,25,0.04
ve,bn,1,7,0.14285714285714285
pluma,con,1,1,1.0
con,base,1,10,0.1
base,en,1,2,0.5
lo,sabido,1,41,0.024390243902439025
sabido,",",1,1,1.0
",",q,1,60,0.016666666666666666
de,lapiz,1,108,0.009259259259259259
pq,siento,1,23,0.043478260869565216
fotos,pq,1,3,0.3333333333333333
de,fotos,1,108,0.009259259259259259
lapiz,>,1,1,1.0
q,demostrar,1,164,0.006097560975609756
tenias,q,1,1,1.0
pero,tenias,1,71,0.014084507042253521
flojera,>,1,1,1.0
uff,>,1,1,1.0
hola,",",1,3,0.3333333333333333
si,estan,1,162,0.006172839506172839
estan,en,1,7,0.14285714285714285
tenemos,q,1,1,1.0
mi,carpeta,1,27,0.037037037037037035
carpeta,>,1,1,1.0
tengo,flojera,1,24,0.041666666666666664
de,aki,1,108,0.009259259259259259
jeje,",",1,2,0.5
aki,la,1,3,0.3333333333333333
la,demostracion,1,74,0.013513513513513514
demostracion,no,1,1,1.0
tablas,tenemos,1,1,1.0
cuales,tablas,1,5,0.2
sabes,cuales,1,4,0.25
la,hice,1,74,0.013513513513513514
hice,jeje,1,2,0.5
oki,>,1,2,0.5
kemar,el,1,1,1.0
<,meper,1,1654,0.0006045949214026602
un,modelo,1,29,0.034482758620689655
qué,quieres,1,2,0.5
quieres,?,1,3,0.3333333333333333
jajaja,pues,1,23,0.043478260869565216
pues,i,1,8,0.125
i,quieres,1,2,0.5
quieres,mañana,1,3,0.3333333333333333
mañana,le,1,18,0.05555555555555555
le,decimos,1,18,0.05555555555555555
decimos,>,1,1,1.0
oye,master,1,8,0.125
creabamos,un,1,1,1.0
<,creabamos,1,1654,0.0006045949214026602
yisu,>,1,1,1.0
pero,naaaa,1,71,0.014084507042253521
naaaa,>,1,1,1.0
estamos,en,1,2,0.5
en,nuestra,1,54,0.018518518518518517
nuestra,casa,1,1,1.0
el,yisu,1,43,0.023255813953488372
porque,qué,1,3,0.3333333333333333
nop,>,1,1,1.0
entiendo,:(,1,3,0.3333333333333333
<,nop,1,1654,0.0006045949214026602
a,predecir,1,81,0.012345679012345678
iba,a,1,1,1.0
meper,?,1,1,1.0
cual,iba,1,3,0.3333333333333333
nada,más,1,13,0.07692307692307693
más,pienso,1,1,1.0
pienso,hacer,1,1,1.0
hacer,lo,1,5,0.2
el,cual,1,43,0.023255813953488372
lineal,el,1,1,1.0
de,este,1,108,0.009259259259259259
regresion,lineal,1,1,1.0
este,ejercicio,1,5,0.2
de,regresion,1,108,0.009259259259259259
ejercicio,>,1,1,1.0
<,van,1,1654,0.0006045949214026602
modelo,de,1,1,1.0
a,querer,1,81,0.012345679012345678
querer,>,1,1,1.0
<,meti,1,1654,0.0006045949214026602
meti,ciberseguridad,1,1,1.0
ciberseguridad,en,1,1,1.0
su,lugar,1,6,0.16666666666666666
estan,bien,1,7,0.14285714285714285
profe,>,1,2,0.5
a,nono,1,81,0.012345679012345678
nono,",",1,1,1.0
",",era,1,60,0.016666666666666666
era,el,1,6,0.16666666666666666
el,6,1,43,0.023255813953488372
6,jejeje,1,1,1.0
el,profe,1,43,0.023255813953488372
pasado,el,1,1,1.0
jejeje,>,1,1,1.0
<,siguiente,1,1654,0.0006045949214026602
ha,pasado,1,2,0.5
siguiente,>,1,1,1.0
lo,ha,1,41,0.024390243902439025
ni,lo,1,12,0.08333333333333333
cerevro,>,1,1,1.0
el,cerevro,1,43,0.023255813953488372
ok,entiendo,1,6,0.16666666666666666
bien,bonitas,1,18,0.05555555555555555
porfa,>,1,1,1.0
<,porfa,1,1654,0.0006045949214026602
de,5,1,108,0.009259259259259259
ahi,estan,1,6,0.16666666666666666
pantunflas,>,1,1,1.0
lugar,>,1,1,1.0
el,extendido,1,43,0.023255813953488372
extendido,>,1,1,1.0
este,viernes,1,5,0.2
viernes,hara,1,1,1.0
hara,un,1,1,1.0
5,preguntas,1,1,1.0
esos,4,1,2,0.5
preguntas,>,1,1,1.0
las,pantunflas,1,17,0.058823529411764705
bonitas,las,1,1,1.0
no,sé,1,152,0.006578947368421052
sé,qué,1,1,1.0
qué,poner,1,2,0.5
poner,>,1,1,1.0
<,esos,1,1654,0.0006045949214026602
<,lloro,1,1654,0.0006045949214026602
yo,pense,1,31,0.03225806451612903
me,empalagan,1,81,0.012345679012345678
prudente,>,1,1,1.0
eso,es,1,25,0.04
eso,hago,1,25,0.04
hago,>,1,2,0.5
a,comer,1,81,0.012345679012345678
comer,un,1,2,0.5
un,yogurt,1,29,0.034482758620689655
yogurt,orita,1,1,1.0
si,sea,1,162,0.006172839506172839
sea,prudente,1,8,0.125
gustan,los,1,3,0.3333333333333333
<,esmuchaaaa,1,1654,0.0006045949214026602
los,lacteos,1,24,0.041666666666666664
lacteos,de,1,1,1.0
de,fresa,1,108,0.009259259259259259
fresa,>,1,1,1.0
<,tenia,1,1654,0.0006045949214026602
tenia,mucho,1,3,0.3333333333333333
mucho,sueño,1,8,0.125
sueño,u.u,1,3,0.3333333333333333
bn,y,1,25,0.04
esmuchaaaa,>,1,1,1.0
tareaaa,>,1,1,1.0
favor,>,1,2,0.5
que,dijistes,1,38,0.02631578947368421
queee,>,1,1,1.0
q,comprobarlo,1,164,0.006097560975609756
comprobarlo,>,1,1,1.0
<,sabe,1,1654,0.0006045949214026602
donde,los,1,8,0.125
los,venden,1,24,0.041666666666666664
venden,o,1,3,0.3333333333333333
o,k,1,22,0.045454545454545456
kiero,hacer,1,7,0.14285714285714285
dijistes,>,1,1,1.0
mi,tareaaa,1,27,0.037037037037037035
q,jugar,1,164,0.006097560975609756
q,debemos,1,164,0.006097560975609756
debemos,tener,1,1,1.0
tener,15,1,2,0.5
15,dias,1,1,1.0
dias,de,1,4,0.25
de,antiguedad,1,108,0.009259259259259259
antiguedad,en,1,1,1.0
roblo,>,1,2,0.5
y,no,1,57,0.017543859649122806
<,avrlo,1,1654,0.0006045949214026602
avrlo,>,1,1,1.0
comerrrr,>,1,1,1.0
si,claro,1,162,0.006172839506172839
que,miedo,1,38,0.02631578947368421
mi,termo,1,27,0.037037037037037035
termo,>,1,1,1.0
dio,>,1,3,0.3333333333333333
me,mori,1,81,0.012345679012345678
mori,de,1,1,1.0
jajajaja,pq,1,14,0.07142857142857142
a,comerrrr,1,81,0.012345679012345678
<,esperateee,1,1654,0.0006045949214026602
me,convence,1,81,0.012345679012345678
esperateee,>,1,1,1.0
donde,>,1,8,0.125
<,sincro,1,1654,0.0006045949214026602
sincro,>,1,1,1.0
<,:),1,1654,0.0006045949214026602
sobre,todo,1,2,0.5
todo,por,1,2,0.5
por,la,1,8,0.125
otaku,>,1,3,0.3333333333333333
que,caro,1,38,0.02631578947368421
gracias,neni,1,21,0.047619047619047616
notekreo,>,1,1,1.0
<,notekreo,1,1654,0.0006045949214026602
convence,>,1,1,1.0
muy,siok,1,13,0.07692307692307693
siok,la,1,1,1.0
la,historia,1,74,0.013513513513513514
historia,>,1,1,1.0
pero,juguemoslo,1,71,0.014084507042253521
juguemoslo,avr,1,1,1.0
avr,q,1,6,0.16666666666666666
aun,me,1,7,0.14285714285714285
me,falta,1,81,0.012345679012345678
falta,un,1,2,0.5
no,m,1,152,0.006578947368421052
m,lo,1,1,1.0
lo,recuerdes,1,41,0.024390243902439025
recuerdes,>,1,1,1.0
es,real,1,67,0.014925373134328358
<,yokreo,1,1654,0.0006045949214026602
yokreo,>,1,1,1.0
",",tal,1,60,0.016666666666666666
<,queee,1,1654,0.0006045949214026602
x,favor,1,14,0.07142857142857142
los,acabe,1,24,0.041666666666666664
te,enteraste,1,40,0.025
hoy,jugamo,1,8,0.125
jugamo,?,1,3,0.3333333333333333
<,panas,1,1654,0.0006045949214026602
panas,>,1,1,1.0
<,patroclo,1,1654,0.0006045949214026602
patroclo,>,1,1,1.0
q,posser,1,164,0.006097560975609756
posser,>,1,1,1.0
como,no,1,20,0.05
enteraste,desde,1,1,1.0
eso,crees,1,25,0.04
desde,antes,1,3,0.3333333333333333
antes,>,1,2,0.5
se,me,1,56,0.017857142857142856
me,hizo,1,81,0.012345679012345678
hizo,>,1,1,1.0
y,como,1,57,0.017543859649122806
como,q,1,20,0.05
q,gllit,1,164,0.006097560975609756
gllit,>,1,1,1.0
tu,>,1,16,0.0625
ayer,y,1,4,0.25
no,x,1,152,0.006578947368421052
a,sii,1,81,0.012345679012345678
deja,estudio,1,6,0.16666666666666666
estudio,otro,1,1,1.0
otro,rato,1,2,0.5
rato,",",1,3,0.3333333333333333
es,a,1,67,0.014925373134328358
las,10:30,1,17,0.058823529411764705
10:30,>,1,1,1.0
ya,kedo,1,96,0.010416666666666666
kedo,el,1,2,0.5
sii,",",1,18,0.05555555555555555
de,ayer,1,108,0.009259259259259259
q,nunca,1,164,0.006097560975609756
nunca,habia,1,2,0.5
visto,q,1,5,0.2
q,dijeran,1,164,0.006097560975609756
dijeran,samyang,1,1,1.0
samyang,>,1,1,1.0
al,ver,1,10,0.1
ver,mi,1,6,0.16666666666666666
mi,examen,1,27,0.037037037037037035
q,noob,1,164,0.006097560975609756
noob,>,1,1,1.0
q,cuteee,1,164,0.006097560975609756
<,kedo,1,1654,0.0006045949214026602
kpop,>,1,1,1.0
",",no,1,60,0.016666666666666666
no,puedes,1,152,0.006578947368421052
puedes,hacer,1,5,0.2
hacer,nd,1,5,0.2
nd,mas,1,8,0.125
le,saben,1,18,0.05555555555555555
saben,>,1,1,1.0
otaku,jajajaj,1,3,0.3333333333333333
kedo,sp,1,2,0.5
cuteee,>,1,1,1.0
sp,bn,1,3,0.3333333333333333
<,vda,1,1654,0.0006045949214026602
los,creditos,1,24,0.041666666666666664
creditos,jajaja,1,1,1.0
me,kede,1,81,0.012345679012345678
kede,dormida,1,1,1.0
dormida,>,1,1,1.0
<,jajajqjqj,1,1654,0.0006045949214026602
jajajqjqj,>,1,1,1.0
bailar,kpop,1,1,1.0
a,bailar,1,81,0.012345679012345678
mono,a,1,2,0.5
tu,mono,1,16,0.0625
<,estot,1,1654,0.0006045949214026602
estot,haciendo,1,1,1.0
haciendo,padtel,1,3,0.3333333333333333
padtel,>,1,1,1.0
<,pastel,1,1654,0.0006045949214026602
pastel,>,1,1,1.0
<,ulisesjuega17,1,1654,0.0006045949214026602
ulisesjuega17,-.-,1,1,1.0
-.-,>,1,1,1.0
esta,feo,1,25,0.04
sea,ese,1,8,0.125
ese,juego,1,4,0.25
juego,>,1,4,0.25
de,eso,1,108,0.009259259259259259
eso,",",1,25,0.04
",",nomas,1,60,0.016666666666666666
nomas,pones,1,11,0.09090909090909091
pones,a,1,2,0.5
a,tu,1,81,0.012345679012345678
sabeee,>,1,2,0.5
no,vi,1,152,0.006578947368421052
<,seguro,1,1654,0.0006045949214026602
favorito,>,1,1,1.0
<,toy,1,1654,0.0006045949214026602
pero,toy,1,71,0.014084507042253521
pero,deja,1,71,0.014084507042253521
deja,mimir,1,6,0.16666666666666666
<,vere,1,1654,0.0006045949214026602
vere,mi,1,1,1.0
mi,asmr,1,27,0.037037037037037035
asmr,artist,1,1,1.0
artist,favorito,1,1,1.0
<,ahora,1,1654,0.0006045949214026602
pones,eso,1,2,0.5
ahora,es,1,4,0.25
<,...,1,1654,0.0006045949214026602
...,>,1,1,1.0
el,>,1,43,0.023255813953488372
<,mol,1,1654,0.0006045949214026602
mol,>,1,1,1.0
me,cayo,1,81,0.012345679012345678
muy,>,1,13,0.07692307692307693
<,nuestro,1,1654,0.0006045949214026602
<,botate,1,1654,0.0006045949214026602
cuando,pones,1,5,0.2
seguro,me,1,1,1.0
que,me,1,38,0.02631578947368421
q,embeses,1,164,0.006097560975609756
embeses,si,1,3,0.3333333333333333
se,pasan,1,56,0.017857142857142856
pasan,>,1,1,1.0
sigo,en,1,2,0.5
la,escuelaaaaaa,1,74,0.013513513513513514
escuelaaaaaa,>,1,1,1.0
<,perfecto,1,1654,0.0006045949214026602
perfecto,>,1,1,1.0
me,vas,1,81,0.012345679012345678
risa,cuando,1,1,1.0
vas,a,1,1,1.0
a,regalar,1,81,0.012345679012345678
regalar,?,1,1,1.0
dame,opciones,1,3,0.3333333333333333
opciones,>,1,1,1.0
<,jqjajaj,1,1654,0.0006045949214026602
jqjajaj,me,1,1,1.0
da,mucha,1,4,0.25
mucha,risa,1,1,1.0
nuestro,>,1,2,0.5
me,recordo,1,81,0.012345679012345678
recordo,al,1,1,1.0
estaba,bn,1,6,0.16666666666666666
en,las,1,54,0.018518518518518517
las,sillas,1,17,0.058823529411764705
sillas,>,1,1,1.0
no,pule,1,152,0.006578947368421052
pule,>,1,1,1.0
te,creaaas,1,40,0.025
creaaas,>,1,1,1.0
pero,ese,1,71,0.014084507042253521
ese,estaba,1,4,0.25
feo,jajajaj,1,4,0.25
al,solo,1,10,0.1
hola,estoy,1,3,0.3333333333333333
en,escuela,1,54,0.018518518518518517
me,kiero,1,81,0.012345679012345678
kiero,ir,1,7,0.14285714285714285
ir,>,1,1,1.0
<,expuse,1,1654,0.0006045949214026602
expuse,nomas,1,1,1.0
pero,creo,1,71,0.014084507042253521
me,fue,1,81,0.012345679012345678
jugar,en,1,5,0.2
ocupaba,jugar,1,1,1.0
<,ocupaba,1,1654,0.0006045949214026602
vicie,>,1,1,1.0
solo,de,1,9,0.1111111111111111
de,yeojun,1,108,0.009259259259259259
yeojun,>,1,1,1.0
me,cacheteo,1,81,0.012345679012345678
apoko,?,1,3,0.3333333333333333
<,nosabia,1,1654,0.0006045949214026602
nosabia,>,1,1,1.0
nos,cacheteo,1,3,0.3333333333333333
<,mandaselo,1,1654,0.0006045949214026602
mandaselo,jajaj,1,1,1.0
<,100%,1,1654,0.0006045949214026602
100%,real,1,1,1.0
pero,esa,1,71,0.014084507042253521
esa,es,1,5,0.2
es,canon,1,67,0.014925373134328358
ey,ola,1,2,0.5
<,akii,1,1654,0.0006045949214026602
akii,>,1,1,1.0
me,vicie,1,81,0.012345679012345678
bendiciones,>,1,1,1.0
<,bendiciones,1,1654,0.0006045949214026602
dengue,>,1,1,1.0
como,1,1,20,0.05
con,mucho,1,10,0.1
mucho,ceros,1,8,0.125
ceros,>,1,1,1.0
dias,chika,1,4,0.25
ya,llegue,1,96,0.010416666666666666
llegue,>,1,3,0.3333333333333333
<,tiene,1,1654,0.0006045949214026602
tiene,poco,1,9,0.1111111111111111
poco,>,1,2,0.5
1,hora,1,1,1.0
al,roblox,1,10,0.1
ya,ves,1,96,0.010416666666666666
ves,tt,1,2,0.5
pero,desde,1,71,0.014084507042253521
desde,q,1,3,0.3333333333333333
q,jugue,1,164,0.006097560975609756
jugue,la,1,1,1.0
otaku,",",1,3,0.3333333333333333
le,tengo,1,18,0.05555555555555555
tengo,fe,1,24,0.041666666666666664
cuenta,con,1,3,0.3333333333333333
una,cuenta,1,16,0.0625
queremos,una,1,1,1.0
todos,queremos,1,2,0.5
me,rechazo,1,81,0.012345679012345678
rechazo,>,1,1,1.0
<,jajsjsja,1,1654,0.0006045949214026602
jajsjsja,>,1,1,1.0
q,irse,1,164,0.006097560975609756
irse,x,1,1,1.0
el,mal,1,43,0.023255813953488372
recordaste,el,1,2,0.5
el,ark,1,43,0.023255813953488372
ark,",",1,1,1.0
",",ves,1,60,0.016666666666666666
ves,q,1,2,0.5
q,eran,1,164,0.006097560975609756
eran,juveniles,1,1,1.0
juveniles,ahi,1,1,1.0
ahi,tmb,1,6,0.16666666666666666
yo,solo,1,31,0.03225806451612903
solo,kiero,1,9,0.1111111111111111
kiero,lo,1,7,0.14285714285714285
fe,al,1,1,1.0
deberian,hacer,1,2,0.5
con,dengue,1,10,0.1
foraneos,>,1,1,1.0
carrera,>,1,1,1.0
un,ojo,1,29,0.034482758620689655
ojo,de,1,2,0.5
la,cara,1,74,0.013513513513513514
cara,>,1,2,0.5
<,ejo,1,1654,0.0006045949214026602
ejo,ji,1,1,1.0
ji,>,1,1,1.0
<,foraneos,1,1654,0.0006045949214026602
<,caro,1,1654,0.0006045949214026602
hacer,un,1,5,0.2
<,expensive,1,1654,0.0006045949214026602
expensive,>,1,1,1.0
<,cheap,1,1654,0.0006045949214026602
cheap,>,1,1,1.0
ps,botate,1,6,0.16666666666666666
por,eso,1,8,0.125
eso,se,1,25,0.04
