Term 1,Term 2,Term 3,Trigram Frequency,Context Frequency,Conditional Probability
vamos,a,quedarnos,1,2,0.5
a,quedarnos,a,1,1,1.0
quedarnos,a,estudiar,1,1,1.0
a,estudiar,base,1,1,1.0
estudiar,base,de,1,1,1.0
base,de,datos,1,1,1.0
de,datos,|,1,1,1.0
datos,|,|,1,1,1.0
|,|,Oyes,1,1565,0.0006389776357827476
|,Oyes,|,1,1,1.0
Oyes,|,|,1,1,1.0
|,Ok,ahorita,1,5,0.2
Ok,ahorita,se,1,1,1.0
ahorita,se,los,1,1,1.0
se,los,voy,1,1,1.0
los,voy,pidiendo,1,1,1.0
voy,pidiendo,|,1,1,1.0
pidiendo,|,|,1,1,1.0
|,|,Thx,1,1565,0.0006389776357827476
|,Thx,|,1,1,1.0
Thx,|,|,1,1,1.0
|,Pero,aun,1,57,0.017543859649122806
Pero,aun,no,1,1,1.0
aun,no,la,1,2,0.5
no,la,hagooo,1,2,0.5
la,hagooo,|,1,1,1.0
hagooo,|,|,1,1,1.0
|,|,andaleeeee,1,1565,0.0006389776357827476
|,andaleeeee,|,1,1,1.0
andaleeeee,|,|,1,1,1.0
|,Bueno,gracia,1,7,0.14285714285714285
Bueno,gracia,|,1,1,1.0
gracia,|,|,1,1,1.0
|,Este,eee,1,3,0.3333333333333333
Este,eee,|,1,1,1.0
eee,|,|,1,1,1.0
En,la,bibliotek,1,2,0.5
la,bibliotek,|,1,1,1.0
bibliotek,|,|,1,1,1.0
|,Oye,|,1,7,0.14285714285714285
Oye,|,|,1,1,1.0
|,|,Xfa,1,1565,0.0006389776357827476
|,Xfa,|,1,1,1.0
Xfa,|,|,1,1,1.0
|,Nomas,son,1,5,0.2
Nomas,son,dos,1,1,1.0
son,dos,esquemas,1,1,1.0
dos,esquemas,pero,1,1,1.0
esquemas,pero,te,1,1,1.0
pero,te,mande,1,2,0.5
te,mande,un,1,1,1.0
mande,un,bn,1,1,1.0
bn,de,fotos,1,2,0.5
de,fotos,pq,1,1,1.0
fotos,pq,siento,1,1,1.0
pq,siento,q,1,1,1.0
siento,q,no,1,2,0.5
q,no,se,1,6,0.16666666666666666
no,se,ve,1,9,0.1111111111111111
se,ve,bn,1,2,0.5
ve,bn,en,1,1,1.0
bn,en,algunas,1,1,1.0
en,algunas,|,1,1,1.0
algunas,|,|,1,1,1.0
|,Sabes,cuales,1,3,0.3333333333333333
Sabes,cuales,tablas,1,1,1.0
cuales,tablas,tenemos,1,1,1.0
tablas,tenemos,q,1,1,1.0
tenemos,q,crear,1,1,1.0
q,crear,?,1,1,1.0
crear,?,|,1,1,1.0
|,Lo,esperado,1,7,0.14285714285714285
Lo,esperado,|,1,1,1.0
esperado,|,|,1,1,1.0
|,Eh,máster,1,2,0.5
Eh,máster,|,1,1,1.0
máster,|,|,1,1,1.0
|,Se,les,1,7,0.14285714285714285
Se,les,va,1,1,1.0
les,va,kemar,1,1,1.0
va,kemar,el,1,1,1.0
kemar,el,cerevro,1,1,1.0
el,cerevro,|,1,1,1.0
cerevro,|,|,1,1,1.0
|,Ni,lo,1,4,0.25
Ni,lo,ha,1,1,1.0
lo,ha,pasado,1,1,1.0
ha,pasado,el,1,1,1.0
pasado,el,profe,1,1,1.0
el,profe,|,1,1,1.0
profe,|,|,1,1,1.0
|,Estan,bien,1,3,0.3333333333333333
Estan,bien,bonitas,1,1,1.0
bien,bonitas,las,1,1,1.0
bonitas,las,pantunflas,1,1,1.0
las,pantunflas,|,1,1,1.0
pantunflas,|,|,1,1,1.0
|,Ahi,estan,1,3,0.3333333333333333
Ahi,estan,las,1,1,1.0
estan,las,cosas,1,2,0.5
|,El,yisu,1,11,0.09090909090909091
El,yisu,|,1,1,1.0
yisu,|,|,1,1,1.0
|,|,Creabamos,1,1565,0.0006389776357827476
|,Creabamos,un,1,1,1.0
Creabamos,un,modelo,1,1,1.0
un,modelo,de,1,1,1.0
modelo,de,regresion,1,1,1.0
de,regresion,lineal,1,1,1.0
regresion,lineal,el,1,1,1.0
lineal,el,cual,1,1,1.0
el,cual,iba,1,1,1.0
cual,iba,a,1,1,1.0
iba,a,predecir,1,1,1.0
a,predecir,al,1,1,1.0
predecir,al,eje,1,1,1.0
al,eje,Y,1,1,1.0
eje,Y,o,1,1,1.0
Y,o,sea,1,1,1.0
o,sea,el,1,1,1.0
sea,el,precio,1,1,1.0
el,precio,de,1,1,1.0
precio,de,una,1,1,1.0
de,una,casa,1,1,1.0
una,casa,para,1,2,0.5
casa,para,cada,1,1,1.0
para,cada,valor,1,1,1.0
cada,valor,de,1,1,1.0
valor,de,la,1,1,1.0
de,la,variable,1,7,0.14285714285714285
la,variable,X,1,1,1.0
variable,X,area,1,1,1.0
X,area,",",1,1,1.0
area,",",la,1,1,1.0
",",la,ecuacion,1,2,0.5
la,ecuacion,se,1,1,1.0
ecuacion,se,obtiene,1,1,1.0
se,obtiene,a,1,1,1.0
obtiene,a,traves,1,1,1.0
a,traves,de,1,1,1.0
traves,de,y,1,1,1.0
de,y,=,1,1,1.0
y,=,mx+b,1,1,1.0
=,mx+b,|,1,1,1.0
mx+b,|,|,1,1,1.0
|,|,Hiciste,1,1565,0.0006389776357827476
|,Hiciste,los,1,1,1.0
Hiciste,los,ejercicios,1,1,1.0
los,ejercicios,de,1,1,1.0
ejercicios,de,álgebra,1,1,1.0
de,álgebra,de,1,1,1.0
álgebra,de,hoy,1,1,1.0
de,hoy,?,1,2,0.5
hoy,?,|,1,1,1.0
Asi,q,no,1,5,0.2
q,no,tengo,1,6,0.16666666666666666
no,tengo,U.u,1,3,0.3333333333333333
tengo,U.u,",",1,1,1.0
U.u,",",perdoname,1,1,1.0
",",perdoname,|,1,1,1.0
perdoname,|,|,1,1,1.0
|,Tienes,q,1,4,0.25
Tienes,q,marcarlos,1,1,1.0
q,marcarlos,|,1,1,1.0
marcarlos,|,|,1,1,1.0
|,Claro,neni,1,8,0.125
Claro,neni,|,1,1,1.0
|,Para,q,1,4,0.25
Para,q,o,1,1,1.0
q,o,q,1,1,1.0
|,|,Preguntale,1,1565,0.0006389776357827476
|,Preguntale,al,1,1,1.0
Preguntale,al,charmander,1,1,1.0
al,charmander,|,1,1,1.0
charmander,|,|,1,1,1.0
De,q,hay,1,7,0.14285714285714285
q,hay,?,1,1,1.0
Ya,nada,jaja,1,2,0.5
nada,jaja,|,1,1,1.0
|,Ya,llegamos,1,63,0.015873015873015872
Ya,llegamos,master,1,1,1.0
llegamos,master,kepaso,1,1,1.0
master,kepaso,|,1,1,1.0
kepaso,|,|,1,1,1.0
Es,que,necesito,1,4,0.25
que,necesito,una,1,1,1.0
necesito,una,memoria,1,1,1.0
una,memoria,usb,1,1,1.0
memoria,usb,para,1,1,1.0
usb,para,mañana,1,1,1.0
para,mañana,|,1,1,1.0
|,|,Wwww,1,1565,0.0006389776357827476
|,Wwww,|,1,1,1.0
Wwww,|,|,1,1,1.0
|,Me,pasas,1,31,0.03225806451612903
Me,pasas,tus,1,1,1.0
pasas,tus,ejemplos,1,1,1.0
tus,ejemplos,de,1,1,1.0
ejemplos,de,vínculos,1,1,1.0
de,vínculos,|,1,1,1.0
vínculos,|,|,1,1,1.0
|,Ok,ok,1,5,0.2
Ok,ok,|,1,1,1.0
ok,|,|,1,1,1.0
|,Lo,de,1,7,0.14285714285714285
Lo,de,planilandia,1,1,1.0
de,planilandia,son,1,1,1.0
planilandia,son,como,1,1,1.0
son,como,puntos,1,2,0.5
como,puntos,extras,1,1,1.0
puntos,extras,o,1,1,1.0
extras,o,como,1,1,1.0
|,|,Oyeeeee,1,1565,0.0006389776357827476
|,Oyeeeee,|,1,1,1.0
Oyeeeee,|,|,1,1,1.0
|,Va,gracias,1,8,0.125
Va,gracias,|,1,1,1.0
|,|,Xd,1,1565,0.0006389776357827476
|,Xd,en,1,1,1.0
Xd,en,la,1,1,1.0
en,la,Expo,1,10,0.1
la,Expo,de,1,1,1.0
Expo,de,mañana,1,1,1.0
de,mañana,|,1,1,1.0
Ya,me,las,1,3,0.3333333333333333
me,las,probe,1,1,1.0
las,probe,|,1,1,1.0
probe,|,|,1,1,1.0
Y,q,dice,1,2,0.5
q,dice,el,1,1,1.0
dice,el,chiko,1,1,1.0
el,chiko,?,1,1,1.0
chiko,?,|,1,1,1.0
|,Ya,tomen,1,63,0.015873015873015872
Ya,tomen,su,1,1,1.0
tomen,su,descanso,1,1,1.0
su,descanso,chikas,1,1,1.0
descanso,chikas,|,1,1,1.0
chikas,|,|,1,1,1.0
|,A,los,1,29,0.034482758620689655
A,los,programas,1,1,1.0
los,programas,me,1,2,0.5
programas,me,refiero,1,1,1.0
me,refiero,a,1,1,1.0
refiero,a,los,1,1,1.0
a,los,de,1,1,1.0
los,de,metodos,1,2,0.5
de,metodos,|,1,1,1.0
metodos,|,|,1,1,1.0
|,|,Recuerdo,1,1565,0.0006389776357827476
|,Recuerdo,q,1,1,1.0
Recuerdo,q,literal,1,1,1.0
q,literal,habia,1,1,1.0
literal,habia,buscado,1,1,1.0
habia,buscado,el,1,1,1.0
buscado,el,problema,1,1,1.0
el,problema,jaja,1,1,1.0
problema,jaja,y,1,1,1.0
jaja,y,me,1,1,1.0
y,me,salieron,1,1,1.0
me,salieron,otros,1,1,1.0
salieron,otros,similares,1,1,1.0
otros,similares,|,1,1,1.0
similares,|,|,1,1,1.0
|,|,Pasanos,1,1565,0.0006389776357827476
|,Pasanos,loq,1,1,1.0
Pasanos,loq,vieron,1,1,1.0
loq,vieron,|,1,1,1.0
vieron,|,|,1,1,1.0
|,Tienes,el,1,4,0.25
Tienes,el,num,1,1,1.0
el,num,3,1,1,1.0
num,3,del,1,1,1.0
3,del,punto,1,1,1.0
del,punto,33,1,1,1.0
punto,33,|,1,1,1.0
33,|,|,1,1,1.0
|,Me,haces,2,31,0.06451612903225806
Me,haces,un,2,2,1.0
haces,un,favor,1,2,0.5
un,favor,plis,1,1,1.0
favor,plis,|,1,1,1.0
plis,|,|,1,1,1.0
|,No,están,1,77,0.012987012987012988
No,están,las,1,1,1.0
están,las,servilletas,1,1,1.0
las,servilletas,|,1,1,1.0
servilletas,|,|,1,1,1.0
|,Que,?,1,18,0.05555555555555555
Que,?,|,1,1,1.0
|,Se,la,1,7,0.14285714285714285
Se,la,van,1,1,1.0
la,van,a,1,1,1.0
van,a,saltar,1,1,1.0
a,saltar,?,1,1,1.0
saltar,?,|,1,1,1.0
|,Oye,oye,1,7,0.14285714285714285
Oye,oye,|,1,1,1.0
oye,|,|,1,1,1.0
Me,puedes,prestar,1,2,0.5
puedes,prestar,la,1,1,1.0
prestar,la,tuyo,1,1,1.0
la,tuyo,si,1,1,1.0
tuyo,si,tienes,1,1,1.0
si,tienes,?,1,1,1.0
tienes,?,|,1,1,1.0
|,Me,lo,1,31,0.03225806451612903
Me,lo,pasas,1,1,1.0
lo,pasas,?,1,1,1.0
pasas,?,|,1,1,1.0
|,Y,hasta,1,38,0.02631578947368421
Y,hasta,ahi,1,1,1.0
hasta,ahi,voy,1,1,1.0
ahi,voy,|,1,1,1.0
voy,|,|,1,1,1.0
|,Y,entonces,1,38,0.02631578947368421
Y,entonces,pq,1,1,1.0
entonces,pq,decia,1,1,1.0
pq,decia,q,1,1,1.0
decia,q,tabla,1,1,1.0
q,tabla,productos,1,1,1.0
tabla,productos,|,1,1,1.0
productos,|,|,1,1,1.0
|,Tengo,que,1,4,0.25
Tengo,que,digamos,1,1,1.0
que,digamos,entregar,1,1,1.0
digamos,entregar,unos,1,1,1.0
entregar,unos,programas,1,1,1.0
unos,programas,en,1,1,1.0
programas,en,eso,1,1,1.0
en,eso,|,1,1,1.0
|,Que,ps,1,18,0.05555555555555555
Que,ps,según,1,1,1.0
ps,según,si,1,1,1.0
según,si,son,1,1,1.0
si,son,bastantes,1,1,1.0
son,bastantes,rápidos,1,1,1.0
bastantes,rápidos,|,1,1,1.0
rápidos,|,|,1,1,1.0
|,Aaa,si,1,2,0.5
Aaa,si,|,1,1,1.0
|,No,TT,1,77,0.012987012987012988
No,TT,|,1,1,1.0
|,|,Graciaaaaaaas,1,1565,0.0006389776357827476
|,Graciaaaaaaas,|,1,1,1.0
Graciaaaaaaas,|,|,1,1,1.0
|,Vale,grasias,1,7,0.14285714285714285
Vale,grasias,chika,1,1,1.0
grasias,chika,|,1,1,1.0
|,Q,pasa,1,26,0.038461538461538464
Q,pasa,we,1,1,1.0
pasa,we,|,1,1,1.0
we,|,|,1,1,1.0
haces,un,favorsote,1,2,0.5
un,favorsote,|,1,1,1.0
favorsote,|,|,1,1,1.0
|,Ontan,|,1,2,0.5
Ontan,|,|,1,1,1.0
|,|,Cualeeees,1,1565,0.0006389776357827476
|,Cualeeees,?,1,1,1.0
Cualeeees,?,|,1,1,1.0
|,|,Porfiiii,1,1565,0.0006389776357827476
|,Porfiiii,|,1,1,1.0
Porfiiii,|,|,1,1,1.0
|,|,Yendo,1,1565,0.0006389776357827476
|,Yendo,|,1,1,1.0
Yendo,|,|,1,1,1.0
|,|,Espera,1,1565,0.0006389776357827476
|,Espera,aaaaaaaaaa,1,1,1.0
Espera,aaaaaaaaaa, ,1,1,1.0
aaaaaaaaaa, ,|,1,1,1.0
