Term 1,Term 2,Term 3,Trigram Frequency,Context Frequency,Conditional Probability
en,el,hogar,1,6,0.16666666666666666
el,hogar,|,1,1,1.0
hogar,|,|,1,1,1.0
|,Si,jajajaj,1,98,0.01020408163265306
Si,jajajaj,|,1,1,1.0
|,|,Frey,2,1565,0.0012779552715654952
|,Frey,no,1,2,0.5
Frey,no,esta,1,1,1.0
no,esta,|,1,1,1.0
esta,|,|,1,1,1.0
|,|,Anda,3,1565,0.0019169329073482429
|,Anda,chambeando,1,3,0.3333333333333333
Anda,chambeando,|,1,1,1.0
chambeando,|,|,1,1,1.0
|,|,Jajajj,2,1565,0.0012779552715654952
|,Jajajj,|,2,2,1.0
Jajajj,|,|,2,2,1.0
|,Ya,toy,2,63,0.031746031746031744
Ya,toy,mejor,1,2,0.5
toy,mejor,|,1,1,1.0
mejor,|,|,3,3,1.0
|,Go,go,1,3,0.3333333333333333
Go,go,go,1,1,1.0
go,go,falto,1,1,1.0
go,falto,nomas,1,1,1.0
falto,nomas,|,1,1,1.0
|,|,Sim,3,1565,0.0019169329073482429
|,Sim,|,3,3,1.0
Sim,|,|,3,3,1.0
|,Q,se,1,26,0.038461538461538464
Q,se,preparo,1,1,1.0
se,preparo,?,1,1,1.0
preparo,?,|,1,1,1.0
Que,fue,que,1,2,0.5
fue,que,fue,1,1,1.0
que,fue,|,1,1,1.0
|,Q,riko,1,26,0.038461538461538464
Q,riko,|,1,1,1.0
riko,|,|,1,1,1.0
|,El,perrito,1,11,0.09090909090909091
El,perrito,|,1,1,1.0
perrito,|,|,1,1,1.0
|,|,Antes,1,1565,0.0006389776357827476
|,Antes,de,1,1,1.0
Antes,de,devorartelo,1,1,1.0
de,devorartelo,todo,1,1,1.0
devorartelo,todo,|,1,1,1.0
todo,|,|,1,1,1.0
|,|,Jajaka,1,1565,0.0006389776357827476
|,Jajaka,me,1,1,1.0
Jajaka,me,enseñas,1,1,1.0
me,enseñas,si,1,1,1.0
enseñas,si,si,1,1,1.0
si,si,|,1,1,1.0
|,|,Jajajajajaj,2,1565,0.0012779552715654952
|,Jajajajajaj,|,2,2,1.0
Jajajajajaj,|,|,2,2,1.0
|,Es,tu,1,38,0.02631578947368421
Es,tu,pieza,1,1,1.0
tu,pieza,fav,1,1,1.0
pieza,fav,?,1,1,1.0
fav,?,|,1,1,1.0
|,Asi,en,1,9,0.1111111111111111
Asi,en,un,1,1,1.0
en,un,prro,1,1,1.0
un,prro,sticker,1,1,1.0
prro,sticker,|,1,1,1.0
sticker,|,|,1,1,1.0
|,|,Vavav,1,1565,0.0006389776357827476
|,Vavav,|,1,1,1.0
Vavav,|,|,1,1,1.0
|,|,Noooooo,1,1565,0.0006389776357827476
|,Noooooo,|,1,1,1.0
Noooooo,|,|,1,1,1.0
|,Si,sas,1,98,0.01020408163265306
Si,sas,|,1,1,1.0
sas,|,|,1,1,1.0
|,|,Uuuuu,1,1565,0.0006389776357827476
|,Uuuuu,jajajajjaja,1,1,1.0
Uuuuu,jajajajjaja,|,1,1,1.0
jajajajjaja,|,|,1,1,1.0
|,|,Jajajajajajaja,1,1565,0.0006389776357827476
|,Jajajajajajaja,|,1,1,1.0
Jajajajajajaja,|,|,1,1,1.0
|,|,Umiyado,1,1565,0.0006389776357827476
|,Umiyado,|,1,1,1.0
Umiyado,|,|,1,1,1.0
|,Que,le,1,18,0.05555555555555555
Que,le,dijiste,1,1,1.0
le,dijiste,?,1,1,1.0
dijiste,?,|,1,1,1.0
|,|,Miraaaa,1,1565,0.0006389776357827476
|,Miraaaa,|,1,1,1.0
Miraaaa,|,|,1,1,1.0
|,|,Habra,1,1565,0.0006389776357827476
|,Habra,uno,1,1,1.0
Habra,uno,asi,1,1,1.0
uno,asi,en,1,1,1.0
asi,en,el,1,1,1.0
el,roblo,?,1,2,0.5
roblo,?,|,1,1,1.0
|,|,X222,3,1565,0.0019169329073482429
|,X222,|,3,3,1.0
X222,|,|,3,3,1.0
|,Y,siii,1,38,0.02631578947368421
Y,siii,|,1,1,1.0
|,|,Noo,2,1565,0.0012779552715654952
|,Noo,|,2,2,1.0
Noo,|,|,2,2,1.0
|,Me,acorde,2,31,0.06451612903225806
Me,acorde,q,1,2,0.5
acorde,q,tengo,1,1,1.0
q,tengo,examen,1,2,0.5
tengo,examen,|,1,1,1.0
|,Y,tengo,1,38,0.02631578947368421
Y,tengo,q,1,1,1.0
q,estudiar,|,1,2,0.5
estudiar,|,|,1,1,1.0
|,Akiora,duermes,1,2,0.5
Akiora,duermes,?,1,1,1.0
duermes,?,|,1,1,1.0
|,Vale,?,1,7,0.14285714285714285
Vale,?,|,1,1,1.0
|,|,Okok,2,1565,0.0012779552715654952
|,Okok,|,1,2,0.5
Okok,|,|,1,1,1.0
|,|,Provechito,2,1565,0.0012779552715654952
|,Provechito,|,2,2,1.0
Provechito,|,|,2,2,1.0
|,Gracias,jajaja,1,15,0.06666666666666667
Gracias,jajaja,|,1,1,1.0
|,|,Cada,1,1565,0.0006389776357827476
|,Cada,dia,1,1,1.0
Cada,dia,mas,1,1,1.0
dia,mas,boomer,1,1,1.0
mas,boomer,omg,1,1,1.0
boomer,omg,|,1,1,1.0
omg,|,|,3,3,1.0
Si,",",dormi,1,3,0.3333333333333333
",",dormi,bien,1,1,1.0
dormi,bien,pero,1,1,1.0
bien,pero,no,1,1,1.0
no,soñe,nada,1,4,0.25
soñe,nada,|,1,1,1.0
nada,|,|,4,4,1.0
Y,tu,?,3,5,0.6
tu,?,|,4,4,1.0
|,Ey,q,1,2,0.5
Ey,q,pasa,1,1,1.0
q,pasa,|,1,1,1.0
pasa,|,|,1,1,1.0
|,|,He,1,1565,0.0006389776357827476
|,He,estado,1,1,1.0
He,estado,ocupada,1,1,1.0
estado,ocupada,|,1,1,1.0
ocupada,|,|,1,1,1.0
|,No,puelo,2,77,0.025974025974025976
No,puelo,|,2,2,1.0
puelo,|,|,2,2,1.0
|,Me,regalaron,1,31,0.03225806451612903
Me,regalaron,un,1,1,1.0
regalaron,un,lighstickkkkk,1,1,1.0
un,lighstickkkkk,|,1,1,1.0
lighstickkkkk,|,|,1,1,1.0
|,|,Literalmente,1,1565,0.0006389776357827476
|,Literalmente,llore,1,1,1.0
Literalmente,llore,|,1,1,1.0
llore,|,|,1,1,1.0
|,Frey,|,1,2,0.5
Frey,|,|,1,1,1.0
|,Que,no,1,18,0.05555555555555555
Que,no,puedooo,1,1,1.0
no,puedooo,|,1,1,1.0
puedooo,|,|,1,1,1.0
|,|,Nombre,1,1565,0.0006389776357827476
|,Nombre,|,1,1,1.0
Nombre,|,|,1,1,1.0
|,Ya,mañana,1,63,0.015873015873015872
Ya,mañana,mejor,1,1,1.0
mañana,mejor,|,1,1,1.0
|,Si,por,1,98,0.01020408163265306
Si,por,|,1,1,1.0
por,|,|,1,1,1.0
Ya,estoy,en,2,3,0.6666666666666666
estoy,en,casa,1,5,0.2
en,casa,y,1,1,1.0
casa,y,estuvo,1,1,1.0
y,estuvo,sensiyo,1,1,1.0
estuvo,sensiyo,|,1,1,1.0
sensiyo,|,|,1,1,1.0
|,|,How,1,1565,0.0006389776357827476
|,How,sweet,1,1,1.0
How,sweet,|,1,1,1.0
sweet,|,|,1,1,1.0
|,Si,q,1,98,0.01020408163265306
Si,q,|,1,1,1.0
De,q,va,1,7,0.14285714285714285
q,va,?,1,1,1.0
va,?,?,1,1,1.0
?,?,|,3,3,1.0
|,Al,rato,1,2,0.5
Al,rato,lo,1,1,1.0
rato,lo,jugamo,1,1,1.0
lo,jugamo,|,1,1,1.0
jugamo,|,|,1,1,1.0
|,|,Kiero,1,1565,0.0006389776357827476
|,Kiero,|,1,1,1.0
Kiero,|,|,1,1,1.0
No,se,dice,1,7,0.14285714285714285
se,dice,",",1,1,1.0
dice,",",se,1,1,1.0
",",se,hace,1,1,1.0
se,hace,|,1,2,0.5
hace,|,|,1,1,1.0
|,|,o.o,1,1565,0.0006389776357827476
|,o.o,|,1,1,1.0
Es,q,literalmente,1,11,0.09090909090909091
q,literalmente,no,1,1,1.0
literalmente,no,tengo,1,1,1.0
no,tengo,pc,1,3,0.3333333333333333
tengo,pc,|,1,1,1.0
pc,|,|,1,1,1.0
|,Mas,al,1,3,0.3333333333333333
Mas,al,rato,1,1,1.0
al,rato,|,1,1,1.0
rato,|,|,1,1,1.0
|,Y,yo,1,38,0.02631578947368421
Y,yo,si,1,1,1.0
yo,si,llego,1,1,1.0
si,llego,tempra,1,1,1.0
llego,tempra,|,1,1,1.0
tempra,|,|,1,1,1.0
|,A,veces,1,29,0.034482758620689655
A,veces,|,1,1,1.0
veces,|,|,3,3,1.0
|,El,de,1,11,0.09090909090909091
El,de,giselle,1,1,1.0
de,giselle,es,1,1,1.0
giselle,es,el,1,1,1.0
es,el,mejor,1,2,0.5
el,mejor,|,1,1,1.0
|,Q,dices,1,26,0.038461538461538464
Q,dices,|,1,1,1.0
dices,|,|,3,3,1.0
|,Vale,vale,3,7,0.42857142857142855
Vale,vale,|,2,3,0.6666666666666666
vale,|,|,3,3,1.0
|,|,Yayaya,1,1565,0.0006389776357827476
|,Yayaya,|,1,1,1.0
Yayaya,|,|,1,1,1.0
|,|,Andaba,1,1565,0.0006389776357827476
|,Andaba,devorando,1,1,1.0
Andaba,devorando,|,1,1,1.0
devorando,|,|,1,1,1.0
|,|,Pqqq,1,1565,0.0006389776357827476
|,Pqqq,|,1,1,1.0
Pqqq,|,|,1,1,1.0
|,Te,mojaste,1,11,0.09090909090909091
Te,mojaste,o,1,1,1.0
mojaste,o,algo,1,1,1.0
o,algo,?,1,2,0.5
algo,?,|,2,2,1.0
|,|,Dormi,1,1565,0.0006389776357827476
|,Dormi,bien,1,1,1.0
Dormi,bien,y,1,1,1.0
bien,y,tu,2,2,1.0
y,tu,q,1,2,0.5
tu,q,tal,1,1,1.0
|,|,Aloha,1,1565,0.0006389776357827476
|,Aloha,nano,1,1,1.0
Aloha,nano,na,1,1,1.0
nano,na,ha,1,1,1.0
na,ha,|,1,1,1.0
ha,|,|,1,1,1.0
|,|,Solo,5,1565,0.003194888178913738
|,Solo,el,1,5,0.2
Solo,el,inicio,1,1,1.0
el,inicio,jajaj,1,1,1.0
inicio,jajaj,|,1,1,1.0
|,|,Lo,7,1565,0.0044728434504792336
|,Lo,decia,1,7,0.14285714285714285
Lo,decia,x,1,1,1.0
decia,x,el,1,1,1.0
x,el,edit,1,2,0.5
el,edit,|,1,1,1.0
edit,|,|,1,1,1.0
|,La,musica,1,9,0.1111111111111111
La,musica,q,1,1,1.0
musica,q,le,1,1,1.0
q,le,ponen,1,2,0.5
le,ponen,|,1,1,1.0
ponen,|,|,1,1,1.0
|,Q,mal,1,26,0.038461538461538464
Q,mal,|,1,1,1.0
|,Quien,sabe,1,4,0.25
Quien,sabe,q,1,1,1.0
sabe,q,te,1,1,1.0
q,te,enfermo,1,6,0.16666666666666666
te,enfermo,|,1,1,1.0
enfermo,|,|,1,1,1.0
|,No,creo,1,77,0.012987012987012988
No,creo,q,1,1,1.0
creo,q,haya,1,6,0.16666666666666666
q,haya,sido,1,1,1.0
haya,sido,algo,1,1,1.0
sido,algo,helado,1,1,1.0
algo,helado,|,1,1,1.0
helado,|,|,1,1,1.0
|,O,kien,1,13,0.07692307692307693
O,kien,sabe,1,1,1.0
kien,sabe,|,1,1,1.0
sabe,|,|,3,3,1.0
Espero,q,te,1,3,0.3333333333333333
q,te,mejores,1,6,0.16666666666666666
te,mejores,rapido,1,1,1.0
mejores,rapido,|,1,1,1.0
rapido,|,|,1,1,1.0
|,Como,empieza,1,7,0.14285714285714285
Como,empieza,?,1,1,1.0
empieza,?,Ya,1,1,1.0
?,Ya,no,1,1,1.0
Ya,no,me,1,5,0.2
no,me,acuerdo,2,3,0.6666666666666666
me,acuerdo,|,2,2,1.0
acuerdo,|,|,2,2,1.0
|,|,Maso,1,1565,0.0006389776357827476
|,Maso,",",1,1,1.0
Maso,",",hay,1,1,1.0
",",hay,caps,1,1,1.0
hay,caps,buenos,1,1,1.0
caps,buenos,y,1,1,1.0
buenos,y,otros,1,1,1.0
y,otros,meh,1,1,1.0
otros,meh,|,1,1,1.0
meh,|,|,2,2,1.0
|,Que,bueno,2,18,0.1111111111111111
Que,bueno,|,1,2,0.5
De,q,sabor,1,7,0.14285714285714285
q,sabor,?,1,1,1.0
sabor,?,|,1,1,1.0
|,No,kreo,1,77,0.012987012987012988
No,kreo,|,1,1,1.0
|,O,|,5,13,0.38461538461538464
O,|,|,5,5,1.0
|,Mi,fav,1,4,0.25
Mi,fav,es,1,1,1.0
fav,es,de,1,1,1.0
es,de,keso,1,4,0.25
de,keso,|,1,1,1.0
keso,|,|,1,1,1.0
|,|,Yea,1,1565,0.0006389776357827476
|,Yea,perdone,1,1,1.0
Yea,perdone,|,1,1,1.0
perdone,|,|,1,1,1.0
|,|,OMG,1,1565,0.0006389776357827476
|,OMG,|,1,1,1.0
OMG,|,|,1,1,1.0
Es,mi,reaccion,1,2,0.5
mi,reaccion,a,1,1,1.0
reaccion,a,esto,1,1,1.0
a,esto,|,1,1,1.0
esto,|,|,1,1,1.0
|,|,Siiiii,1,1565,0.0006389776357827476
|,Siiiii,|,1,1,1.0
Siiiii,|,|,1,1,1.0
|,|,Holanda,1,1565,0.0006389776357827476
|,Holanda,",",1,1,1.0
Holanda,",",queso,1,1,1.0
",",queso,con,1,1,1.0
queso,con,zarzamora,1,1,1.0
con,zarzamora,|,1,1,1.0
zarzamora,|,|,1,1,1.0
|,Esta,maso,1,9,0.1111111111111111
Esta,maso,la,1,1,1.0
maso,la,vda,1,1,1.0
|,El,vddero,1,11,0.09090909090909091
El,vddero,helado,1,1,1.0
vddero,helado,rico,1,1,1.0
helado,rico,de,1,1,1.0
rico,de,queso,1,1,1.0
de,queso,son,1,2,0.5
queso,son,vendidos,1,1,1.0
son,vendidos,en,1,1,1.0
vendidos,en,la,1,1,1.0
en,la,calle,1,10,0.1
la,calle,",",1,1,1.0
calle,",",asi,1,1,1.0
",",asi,como,1,2,0.5
asi,como,nieve,1,1,1.0
como,nieve,|,1,1,1.0
nieve,|,|,1,1,1.0
|,|,Aja,1,1565,0.0006389776357827476
|,Aja,|,1,1,1.0
Aja,|,|,1,1,1.0
|,Pero,la,1,57,0.017543859649122806
Pero,la,de,1,1,1.0
la,de,queso,1,2,0.5
de,queso,es,1,2,0.5
queso,es,de,1,1,1.0
es,de,leche,1,4,0.25
de,leche,|,1,1,1.0
leche,|,|,1,1,1.0
|,Ya,voy,1,63,0.015873015873015872
Ya,voy,a,1,1,1.0
voy,a,mi,1,2,0.5
a,mi,casa,1,2,0.5
mi,casa,gracias,1,4,0.25
casa,gracias,a,1,1,1.0
gracias,a,dios,1,1,1.0
|,|,Kien,2,1565,0.0012779552715654952
|,Kien,se,1,2,0.5
Kien,se,peto,1,1,1.0
se,peto,?,1,1,1.0
peto,?,|,1,1,1.0
|,Ojala,",",1,7,0.14285714285714285
Ojala,",",sabe,1,1,1.0
",",sabe,rika,1,1,1.0
sabe,rika,|,1,1,1.0
rika,|,|,1,1,1.0
|,Pero,yo,2,57,0.03508771929824561
Pero,yo,no,1,2,0.5
yo,no,jajaja,1,1,1.0
no,jajaja,|,1,1,1.0
|,|,To,1,1565,0.0006389776357827476
|,To,bien,1,1,1.0
To,bien,|,1,1,1.0
|,Y,a,1,38,0.02631578947368421
Y,a,ti,1,1,1.0
|,|,Provecho,1,1565,0.0006389776357827476
|,Provecho,|,1,1,1.0
Provecho,|,|,1,1,1.0
|,|,Pure,1,1565,0.0006389776357827476
|,Pure,de,1,1,1.0
Pure,de,q,1,1,1.0
de,q,?,1,6,0.16666666666666666
q,?,|,1,1,1.0
|,Ya,los,1,63,0.015873015873015872
Ya,los,ganaron,1,1,1.0
los,ganaron,|,1,1,1.0
ganaron,|,|,1,1,1.0
|,Q,es,2,26,0.07692307692307693
Q,es,gravy,1,2,0.5
es,gravy,?,1,1,1.0
gravy,?,|,1,1,1.0
|,|,F,1,1565,0.0006389776357827476
|,F,|,1,1,1.0
F,|,|,1,1,1.0
|,Donde,lo,1,5,0.2
Donde,lo,venden,1,1,1.0
lo,venden,?,1,2,0.5
venden,?,|,1,1,1.0
|,|,Kierooo,1,1565,0.0006389776357827476
|,Kierooo,|,1,1,1.0
Kierooo,|,|,1,1,1.0
|,No,see,1,77,0.012987012987012988
No,see,|,1,1,1.0
see,|,|,1,1,1.0
|,No,ipota,1,77,0.012987012987012988
No,ipota,",",1,1,1.0
ipota,",",tranki,1,1,1.0
",",tranki,|,1,1,1.0
tranki,|,|,1,1,1.0
No,me,deja,1,5,0.2
me,deja,verlo,1,1,1.0
deja,verlo,|,1,1,1.0
verlo,|,|,1,1,1.0
|,|,Ja,2,1565,0.0012779552715654952
|,Ja,|,1,2,0.5
Ja,|,|,1,1,1.0
|,Ojala,vdd,1,7,0.14285714285714285
Ojala,vdd,|,1,1,1.0
|,Mimi,bien,1,3,0.3333333333333333
Mimi,bien,|,1,1,1.0
|,|,Apocooo,1,1565,0.0006389776357827476
|,Apocooo,|,1,1,1.0
Apocooo,|,|,1,1,1.0
|,|,Enseñamelo,1,1565,0.0006389776357827476
|,Enseñamelo,para,1,1,1.0
Enseñamelo,para,ver,1,1,1.0
para,ver,si,1,1,1.0
si,lo,venden,1,3,0.3333333333333333
lo,venden,aca,1,2,0.5
venden,aca,|,1,1,1.0
aca,|,|,3,3,1.0
|,|,Eii,3,1565,0.0019169329073482429
|,Eii,|,2,3,0.6666666666666666
Eii,|,|,2,2,1.0
|,Y,bonitos,1,38,0.02631578947368421
Y,bonitos,colores,1,1,1.0
bonitos,colores,|,1,1,1.0
colores,|,|,1,1,1.0
|,|,Jaajjaja,1,1565,0.0006389776357827476
|,Jaajjaja,|,1,1,1.0
Jaajjaja,|,|,1,1,1.0
me,muero,tmb,1,2,0.5
muero,tmb,yo,1,1,1.0
tmb,yo,de,1,1,1.0
|,|,S,1,1565,0.0006389776357827476
|,S,|,1,1,1.0
S,|,|,1,1,1.0
|,Pq,lo,1,17,0.058823529411764705
Pq,lo,dices,1,1,1.0
lo,dices,o,1,1,1.0
dices,o,q,1,1,1.0
o,q,|,2,2,1.0
|,No,lo,2,77,0.025974025974025976
No,lo,habia,1,2,0.5
lo,habia,vistoooo,1,2,0.5
habia,vistoooo,|,1,1,1.0
vistoooo,|,|,1,1,1.0
|,|,Oraaa,2,1565,0.0012779552715654952
|,Oraaa,|,2,2,1.0
Oraaa,|,|,2,2,1.0
|,Quien,dice,1,4,0.25
Quien,dice,|,1,1,1.0
dice,|,|,2,2,1.0
|,Cuales,otros,1,3,0.3333333333333333
Cuales,otros,hay,1,1,1.0
otros,hay,?,1,1,1.0
hay,?,|,2,2,1.0
|,Si,sabe,1,98,0.01020408163265306
Si,sabe,a,1,1,1.0
sabe,a,pure,1,1,1.0
a,pure,de,1,1,1.0
pure,de,kfc,1,1,1.0
de,kfc,?,1,1,1.0
kfc,?,|,1,1,1.0
|,Ya,seee,1,63,0.015873015873015872
Ya,seee,|,1,1,1.0
|,Pero,x,2,57,0.03508771929824561
Pero,x,eso,2,2,1.0
x,eso,|,1,2,0.5
|,Te,creo,1,11,0.09090909090909091
Te,creo,|,1,1,1.0
creo,|,|,2,2,1.0
|,Pero,tmb,2,57,0.03508771929824561
Pero,tmb,son,1,2,0.5
tmb,son,de,1,1,1.0
son,de,pavo,1,1,1.0
de,pavo,?,1,1,1.0
pavo,?,|,1,1,1.0
|,|,Apocoooo,1,1565,0.0006389776357827476
|,Apocoooo,|,1,1,1.0
Apocoooo,|,|,1,1,1.0
Ya,me,dieron,1,3,0.3333333333333333
me,dieron,ganas,1,1,1.0
dieron,ganas,de,1,1,1.0
ganas,de,comprarlo,1,1,1.0
de,comprarlo,|,1,1,1.0
comprarlo,|,|,1,1,1.0
|,|,AUDITORIO,1,1565,0.0006389776357827476
|,AUDITORIO,|,1,1,1.0
AUDITORIO,|,|,1,1,1.0
|,|,Habria,1,1565,0.0006389776357827476
|,Habria,estado,1,1,1.0
Habria,estado,bno,1,1,1.0
estado,bno,q,1,1,1.0
bno,q,de,1,1,1.0
q,de,vdd,1,1,1.0
de,vdd,te,1,1,1.0
vdd,te,hubieran,1,1,1.0
te,hubieran,sacado,1,1,1.0
hubieran,sacado,TT,1,1,1.0
sacado,TT,|,1,1,1.0
|,|,Nada,5,1565,0.003194888178913738
|,Nada,|,4,5,0.8
Nada,|,|,4,4,1.0
|,|,Mejor,3,1565,0.0019169329073482429
|,Mejor,me,1,3,0.3333333333333333
Mejor,me,defiendo,1,1,1.0
me,defiendo,sola,1,1,1.0
defiendo,sola,|,1,1,1.0
sola,|,|,2,2,1.0
|,Pq,asi,1,17,0.058823529411764705
Pq,asi,son,1,1,1.0
asi,son,los,1,1,1.0
son,los,hechos,1,1,1.0
los,hechos,|,1,1,1.0
hechos,|,|,1,1,1.0
|,|,Komo,2,1565,0.0012779552715654952
|,Komo,|,2,2,1.0
Komo,|,|,2,2,1.0
|,No,cierto,1,77,0.012987012987012988
No,cierto,|,1,1,1.0
Q,tal,|,1,2,0.5
|,Como,va,1,7,0.14285714285714285
Como,va,la,1,1,1.0
va,la,vida,1,2,0.5
vida,de,lic,1,4,0.25
de,lic,?,1,1,1.0
lic,?,|,1,1,1.0
|,Te,entiendo,1,11,0.09090909090909091
Te,entiendo,|,1,1,1.0
entiendo,|,|,2,2,1.0
|,Ps,q,1,3,0.3333333333333333
Ps,q,te,1,1,1.0
q,te,digo,1,6,0.16666666666666666
te,digo,",",1,2,0.5
digo,",",embeses,1,1,1.0
",",embeses,esta,1,1,1.0
embeses,esta,bn,1,1,1.0
esta,bn,tryhard,1,4,0.25
bn,tryhard,y,1,1,1.0
tryhard,y,embeses,1,1,1.0
y,embeses,meh,1,1,1.0
embeses,meh,|,1,1,1.0
|,Si,vda,1,98,0.01020408163265306
Si,vda,|,1,1,1.0
|,|,Pon,1,1565,0.0006389776357827476
|,Pon,alarmas,1,1,1.0
Pon,alarmas,|,1,1,1.0
alarmas,|,|,1,1,1.0
|,|,Lily,1,1565,0.0006389776357827476
|,Lily,suena,1,1,1.0
Lily,suena,muy,1,1,1.0
suena,muy,bn,1,1,1.0
|,|,Conste,1,1565,0.0006389776357827476
|,Conste,|,1,1,1.0
Conste,|,|,1,1,1.0
El,mas,chefsito,1,2,0.5
mas,chefsito,|,1,1,1.0
chefsito,|,|,1,1,1.0
|,|,💋,2,1565,0.0012779552715654952
|,💋,💋,2,2,1.0
💋,💋,|,2,2,1.0
💋,|,|,2,2,1.0
|,|,🧒,2,1565,0.0012779552715654952
|,🧒,|,2,2,1.0
🧒,|,|,2,2,1.0
No,se,si,1,7,0.14285714285714285
se,si,tendria,1,3,0.3333333333333333
si,tendria,q,1,1,1.0
tendria,q,ver,1,1,1.0
q,ver,|,1,1,1.0
ver,|,|,1,1,1.0
|,Mmm,yo,1,5,0.2
Mmm,yo,creo,1,1,1.0
yo,creo,q,2,2,1.0
creo,q,un,1,6,0.16666666666666666
q,un,poco,1,1,1.0
un,poco,mas,1,1,1.0
poco,mas,intenso,1,1,1.0
mas,intenso,|,1,1,1.0
intenso,|,|,1,1,1.0
|,|,Talves,1,1565,0.0006389776357827476
|,Talves,|,1,1,1.0
Talves,|,|,1,1,1.0
|,|,Pudiese,1,1565,0.0006389776357827476
|,Pudiese,ser,1,1,1.0
Pudiese,ser,|,1,1,1.0
ser,|,|,1,1,1.0
Ya,no,se,1,5,0.2
no,se,|,3,9,0.3333333333333333
|,Yo,kisiese,1,18,0.05555555555555555
Yo,kisiese,la,1,1,1.0
kisiese,la,vdd,1,1,1.0
la,vdd,|,1,2,0.5
|,Pero,me,2,57,0.03508771929824561
Pero,me,da,1,2,0.5
da,miedo,la,1,2,0.5
miedo,la,critika,1,1,1.0
la,critika,|,1,1,1.0
critika,|,|,1,1,1.0
|,Grasias,neni,1,12,0.08333333333333333
Grasias,neni,|,1,1,1.0
|,Pero,|,1,57,0.017543859649122806
Pero,|,|,1,1,1.0
No,te,dije,1,3,0.3333333333333333
te,dije,algo,1,4,0.25
dije,algo,muy,1,1,1.0
algo,muy,importante,1,1,1.0
muy,importante,|,1,1,1.0
importante,|,|,1,1,1.0
|,Y,es,1,38,0.02631578947368421
Y,es,q,1,1,1.0
es,q,|,1,3,0.3333333333333333
|,No,todobn,1,77,0.012987012987012988
No,todobn,|,1,1,1.0
todobn,|,|,1,1,1.0
|,No,era,1,77,0.012987012987012988
No,era,nd,1,1,1.0
era,nd,|,1,1,1.0
|,Cual,te,1,2,0.5
Cual,te,gusta,1,1,1.0
te,gusta,mas,1,1,1.0
gusta,mas,?,1,1,1.0
mas,?,|,1,1,1.0
|,Asi,q,5,9,0.5555555555555556
Asi,q,te,1,5,0.2
q,te,parece,1,6,0.16666666666666666
te,parece,eta,1,2,0.5
parece,eta,?,1,1,1.0
eta,?,|,1,1,1.0
|,Yo,keria,1,18,0.05555555555555555
Yo,keria,la,1,1,1.0
keria,la,otra,1,1,1.0
la,otra,|,1,3,0.3333333333333333
otra,|,|,1,1,1.0
|,|,Ayudameeee,1,1565,0.0006389776357827476
|,Ayudameeee,|,1,1,1.0
Ayudameeee,|,|,1,1,1.0
|,|,Ayudame,1,1565,0.0006389776357827476
|,Ayudame,a,1,1,1.0
Ayudame,a,buscar,1,1,1.0
a,buscar,|,1,1,1.0
buscar,|,|,1,1,1.0
|,|,Corre,1,1565,0.0006389776357827476
|,Corre,|,1,1,1.0
Corre,|,|,1,1,1.0
|,Donde,sea,1,5,0.2
Donde,sea,|,1,1,1.0
sea,|,|,1,1,1.0
|,|,🤣,1,1565,0.0006389776357827476
|,🤣,🤣,1,1,1.0
🤣,🤣,|,1,1,1.0
🤣,|,|,1,1,1.0
|,Lo,acepto,1,7,0.14285714285714285
Lo,acepto,|,1,1,1.0
acepto,|,|,1,1,1.0
|,|,Apurate,1,1565,0.0006389776357827476
|,Apurate,chika,1,1,1.0
Apurate,chika,|,1,1,1.0
|,Q,no,1,26,0.038461538461538464
Q,no,se,1,1,1.0
no,se,va,1,9,0.1111111111111111
se,va,a,1,1,1.0
va,a,conseguir,1,4,0.25
a,conseguir,sola,1,1,1.0
conseguir,sola,|,1,1,1.0
|,En,la,2,5,0.4
En,la,primera,1,2,0.5
la,primera,q,1,1,1.0
primera,q,mandaste,1,1,1.0
q,mandaste,jajajaja,1,1,1.0
mandaste,jajajaja,|,1,1,1.0
jajajaja,|,|,1,1,1.0
|,Ya,mejor,1,63,0.015873015873015872
Ya,mejor,nd,1,1,1.0
mejor,nd,|,1,1,1.0
|,Ya,llegan,1,63,0.015873015873015872
Ya,llegan,|,1,1,1.0
llegan,|,|,1,1,1.0
|,Sigo,viva,1,2,0.5
Sigo,viva,|,1,1,1.0
viva,|,|,1,1,1.0
|,|,Fui,1,1565,0.0006389776357827476
|,Fui,a,1,1,1.0
Fui,a,cenar,1,1,1.0
a,cenar,|,1,1,1.0
cenar,|,|,1,1,1.0
|,Ola,again,1,10,0.1
Ola,again,|,1,1,1.0
again,|,|,1,1,1.0
|,Orita,las,1,2,0.5
Orita,las,veo,1,1,1.0
las,veo,|,1,1,1.0
veo,|,|,1,1,1.0
|,Un,yogursito,1,4,0.25
Un,yogursito,|,1,1,1.0
yogursito,|,|,1,1,1.0
|,Tu,ya,1,3,0.3333333333333333
Tu,ya,cenaste,1,1,1.0
ya,cenaste,?,1,1,1.0
cenaste,?,|,1,1,1.0
|,Esta,super,1,9,0.1111111111111111
Esta,super,bonita,1,1,1.0
super,bonita,estaaaaa,1,1,1.0
bonita,estaaaaa,TT,1,1,1.0
estaaaaa,TT,|,1,1,1.0
|,Por,?,1,2,0.5
Por,?,|,1,1,1.0
|,Pero,esta,2,57,0.03508771929824561
