Term 1,Term 2,Term 3,Frequency,Context Frequency,Conditional Probability
una,cosa,>,2,4,0.5
<,solo,una,2,57,0.03508771929824561
a,todos,>,2,9,0.2222222222222222
sigueme,>,<,2,2,1.0
>,<,metete,2,12341,0.00016206142127866461
con,todos,los,2,4,0.5
espinas,>,<,2,2,1.0
<,con,todos,2,41,0.04878048780487805
vas,a,querer,2,47,0.0425531914893617
<,por,cierto,2,83,0.024096385542168676
mejor,y,hoy,2,10,0.2
ya,lo,tengo,2,42,0.047619047619047616
>,<,jugamos,2,12341,0.00016206142127866461
tiene,espinas,>,2,2,1.0
<,si,vas,2,547,0.003656307129798903
<,hice,una,2,4,0.5
como,y,ya,2,2,1.0
<,una,vez,2,17,0.11764705882352941
la,zona,>,2,3,0.6666666666666666
<,te,voy,2,79,0.02531645569620253
huevos,>,<,2,2,1.0
<,me,conecto,2,248,0.008064516129032258
o,ya,se,2,12,0.16666666666666666
<,deja,como,2,38,0.05263157894736842
<,o,una,2,111,0.018018018018018018
en,el,nether,2,180,0.011111111111111112
perdón,>,<,2,2,1.0
a,estar,muteado,2,19,0.10526315789473684
pero,voy,a,2,2,1.0
>,<,somos,2,12341,0.00016206142127866461
armadura,de,oro,2,7,0.2857142857142857
>,<,chingo,2,12341,0.00016206142127866461
chingo,a,su,2,5,0.4
que,cambie,la,2,3,0.6666666666666666
<,nos,saco,2,12,0.16666666666666666
el,bug,de,2,2,1.0
xbox,>,<,2,2,1.0
oye,y,no,2,11,0.18181818181818182
de,piedra,>,2,2,1.0
<,pero,todo,2,345,0.005797101449275362
<,le,estoy,2,60,0.03333333333333333
lo,muestro,>,2,3,0.6666666666666666
<,te,lo,2,79,0.02531645569620253
quieres,jugar,>,2,69,0.028985507246376812
el,problema,>,2,7,0.2857142857142857
<,pues,se,2,72,0.027777777777777776
<,los,cuales,2,27,0.07407407407407407
y,se,hizo,2,45,0.044444444444444446
hay,un,pequeño,2,14,0.14285714285714285
porque,hay,un,2,2,1.0
comando,>,<,2,2,1.0
>,<,lunes,2,12341,0.00016206142127866461
lunes,?,>,2,2,1.0
y,a,donovan,2,30,0.06666666666666667
te,aviso,cuando,2,11,0.18181818181818182
<,pero,espera,2,345,0.005797101449275362
no,tengo,el,2,31,0.06451612903225806
>,<,ohh,2,12341,0.00016206142127866461
me,la,pelan,2,25,0.08
por,eso,la,2,57,0.03508771929824561
este,arturo,y,2,2,1.0
fall,guys,>,2,4,0.5
a,este,arturo,2,11,0.18181818181818182
>,<,melapelasprro1,2,12341,0.00016206142127866461
<,el,mío,2,182,0.01098901098901099
<,te,aviso,2,79,0.02531645569620253
<,luego,la,2,22,0.09090909090909091
guys,>,<,2,2,1.0
<,porque,hay,2,69,0.028985507246376812
voy,a,bañar,2,214,0.009345794392523364
yo,me,voy,2,14,0.14285714285714285
me,pasó,>,2,2,1.0
<,y,soy,2,991,0.0020181634712411706
se,me,olvido,2,91,0.02197802197802198
<,:,v,2,36,0.05555555555555555
tutorias,>,<,2,2,1.0
en,tutorias,>,2,3,0.6666666666666666
pasó,>,<,2,2,1.0
si,pude,con,2,3,0.6666666666666666
ahora,a,esperar,2,11,0.18181818181818182
osea,que,si,2,4,0.5
<,todos,los,2,5,0.4
abajo,de,la,2,2,1.0
son,la,de,2,2,1.0
<,son,los,2,10,0.2
la,pagina,de,2,8,0.25
soy,libre,>,2,2,1.0
resultados,>,<,2,2,1.0
y,yo,me,2,37,0.05405405405405406
si,espera,>,2,2,1.0
<,ok,deja,2,174,0.011494252873563218
cuesta,?,>,2,2,1.0
que,es,?,2,56,0.03571428571428571
de,que,es,2,106,0.018867924528301886
<,le,seguimos,2,60,0.03333333333333333
me,ocurre,nada,2,4,0.5
<,si,espera,2,547,0.003656307129798903
voy,a,intentar,2,214,0.009345794392523364
revisión,>,<,2,2,1.0
>,<,saque,2,12341,0.00016206142127866461
vanidad,>,<,2,2,1.0
es,vanidad,>,2,2,1.0
6,es,vanidad,2,2,1.0
de,6,es,2,4,0.5
<,soy,el,2,22,0.09090909090909091
que,es,muy,2,56,0.03571428571428571
a,saber,a,2,2,1.0
si,es,un,2,24,0.08333333333333333
porque,ya,no,2,4,0.5
<,porque,ya,2,69,0.028985507246376812
se,que,mas,2,29,0.06896551724137931
y,le,pusieron,2,38,0.05263157894736842
<,pues,le,2,72,0.027777777777777776
digo,que,no,2,28,0.07142857142857142
grupo,?,>,2,2,1.0
su,grupo,?,2,2,1.0
en,su,grupo,2,23,0.08695652173913043
<,apoco,va,2,11,0.18181818181818182
de,la,influenza,2,155,0.012903225806451613
despues,de,la,2,14,0.14285714285714285
vacunaron,>,<,2,2,1.0
me,vacunaron,>,2,2,1.0
estas,bien,>,2,3,0.6666666666666666
<,por,suerte,2,83,0.024096385542168676
al,menos,>,2,15,0.13333333333333333
>,<,uf,2,12341,0.00016206142127866461
estas,?,>,2,2,1.0
ven,>,<,2,2,1.0
<,ahi,se,2,45,0.044444444444444446
el,caso,>,2,3,0.6666666666666666
si,esta,bueno,2,15,0.13333333333333333
video,de,dross,2,6,0.3333333333333333
<,porque,yo,2,69,0.028985507246376812
<,como,estas,2,103,0.019417475728155338
para,el,otro,2,27,0.07407407407407407
pelo,>,<,2,2,1.0
el,pelo,>,2,4,0.5
cortar,el,pelo,2,2,1.0
pero,bueno,me,2,6,0.3333333333333333
la,verdad,si,2,27,0.07407407407407407
enero,>,<,2,2,1.0
acabar,>,<,2,2,1.0
menos,xd,>,2,2,1.0
<,luego,si,2,22,0.09090909090909091
no,se,va,2,206,0.009708737864077669
que,era,un,2,12,0.16666666666666666
me,hace,que,2,3,0.6666666666666666
se,me,hace,2,91,0.02197802197802198
<,mames,we,2,11,0.18181818181818182
jugar,algo,hoy,2,18,0.1111111111111111
mañana,bro,>,2,2,1.0
mañana,o,el,2,3,0.6666666666666666
>,<,acaban,2,12341,0.00016206142127866461
>,<,buenas,2,12341,0.00016206142127866461
<,entonces,>,2,35,0.05714285714285714
ya,listo,>,2,2,1.0
<,ya,listo,2,583,0.003430531732418525
al,baño,>,2,4,0.5
voy,al,baño,2,5,0.4
o,algo,>,2,9,0.2222222222222222
<,acaban,de,2,2,1.0
que,me,diga,2,189,0.010582010582010581
el,contexto,>,2,4,0.5
grande,>,<,2,2,1.0
como,un,grande,2,10,0.2
fui,como,un,2,2,1.0
me,fui,como,2,6,0.3333333333333333
pues,es,que,2,5,0.4
<,estas,en,2,9,0.2222222222222222
<,pues,bien,2,72,0.027777777777777776
y,no,>,2,83,0.024096385542168676
comida,>,<,2,2,1.0
la,comida,>,2,5,0.4
de,la,comida,2,155,0.012903225806451613
desde,el,primer,2,7,0.2857142857142857
<,entonces,no,2,35,0.05714285714285714
<,sera,el,2,11,0.18181818181818182
vamos,a,matar,2,23,0.08695652173913043
a,ver,a,2,115,0.017391304347826087
<,gracias,a,2,88,0.022727272727272728
nada,?,>,2,2,1.0
lo,que,si,2,123,0.016260162601626018
que,nada,>,2,6,0.3333333333333333
va,a,ver,2,117,0.017094017094017096
piñata,>,<,2,2,1.0
y,lo,del,2,43,0.046511627906976744
desconectado,>,<,2,2,1.0
fue,lo,del,2,2,1.0
lo,que,mas,2,123,0.016260162601626018
travis,>,<,2,2,1.0
del,caso,de,2,2,1.0
nos,fuimos,al,2,7,0.2857142857142857
vemos,que,pedo,2,2,1.0
>,<,dijo,2,12341,0.00016206142127866461
hasta,el,final,2,22,0.09090909090909091
que,hacerlo,>,2,2,1.0
si,me,dejo,2,116,0.017241379310344827
es,que,cuando,2,183,0.01092896174863388
se,corto,el,2,2,1.0
el,sabado,en,2,10,0.2
va,a,saber,2,117,0.017094017094017096
<,cuando,me,2,37,0.05405405405405406
mismo,espero,>,2,2,1.0
lo,mismo,espero,2,12,0.16666666666666666
tambien,a,mi,2,3,0.6666666666666666
empece,>,<,2,2,1.0
fuerte,>,<,2,2,1.0
corto,el,directo,2,2,1.0
dolor,de,cabeza,2,2,1.0
esta,en,directo,2,12,0.16666666666666666
y,lo,peor,2,43,0.046511627906976744
si,ya,esta,2,38,0.05263157894736842
pero,si,se,2,45,0.044444444444444446
y,el,2,2,56,0.03571428571428571
pedo,xd,>,2,2,1.0
<,bueno,ni,2,115,0.017391304347826087
entonces,?,>,2,2,1.0
<,que,sea,2,226,0.008849557522123894
como,si,fuera,2,10,0.2
no,es,muy,2,25,0.08
no,le,se,2,32,0.0625
te,digo,no,2,30,0.06666666666666667
programas,>,<,2,2,1.0
que,sea,un,2,15,0.13333333333333333
se,me,ocurrio,2,91,0.02197802197802198
bueno,deja,voy,2,3,0.6666666666666666
mando,>,<,2,2,1.0
que,ya,se,2,69,0.028985507246376812
mi,abuelita,y,2,3,0.6666666666666666
<,pero,las,2,345,0.005797101449275362
cancion,>,<,2,2,1.0
<,ufff,si,2,53,0.03773584905660377
si,pero,me,2,14,0.14285714285714285
vemos,>,<,2,2,1.0
lo,hago,?,2,7,0.2857142857142857
curioso,es,que,2,2,1.0
aun,no,>,2,38,0.05263157894736842
<,y,tampoco,2,991,0.0020181634712411706
acepta,>,<,2,2,1.0
como,mi,mamá,2,3,0.6666666666666666
que,mi,papá,2,13,0.15384615384615385
es,que,mi,2,183,0.01092896174863388
lo,curioso,es,2,7,0.2857142857142857
un,efecto,nocebo,2,4,0.5
segunda,>,<,2,2,1.0
aguanto,>,<,2,2,1.0
el,aire,y,2,3,0.6666666666666666
falta,el,aire,2,4,0.5
nocebo,>,<,2,2,1.0
efecto,nocebo,>,2,2,1.0
a,ti,>,2,12,0.16666666666666666
pero,por,si,2,6,0.3333333333333333
comer,xd,>,2,2,1.0
que,puedas,>,2,2,1.0
ahorita,te,envio,2,18,0.1111111111111111
<,va,me,2,89,0.02247191011235955
posiblemente,>,<,2,2,1.0
<,posiblemente,>,2,3,0.6666666666666666
cobalto,",",>,2,2,1.0
<,cobalto,",",2,2,1.0
>,<,cobalto,2,12341,0.00016206142127866461
<,spoiler,alert,2,5,0.4
que,como,>,2,8,0.25
sirve,que,como,2,4,0.5
maestro,xd,>,2,2,1.0
experto,>,<,2,2,1.0
jefes,en,un,2,3,0.6666666666666666
2,jefes,en,2,4,0.5
<,o,la,2,111,0.018018018018018018
para,hacer,las,2,12,0.16666666666666666
<,los,que,2,27,0.07407407407407407
creo,que,tengo,2,116,0.017241379310344827
lo,de,su,2,70,0.02857142857142857
<,rola,el,2,5,0.4
y,la,de,2,39,0.05128205128205128
de,mi,cel,2,63,0.031746031746031744
de,que,el,2,106,0.018867924528301886
mi,mamá,antes,2,87,0.022988505747126436
por,el,consejo,2,29,0.06896551724137931
a,tardar,en,2,4,0.5
que,me,esta,2,189,0.010582010582010581
pero,lo,de,2,8,0.25
mamá,me,va,2,7,0.2857142857142857
que,mi,mamá,2,13,0.15384615384615385
),y,pues,2,5,0.4
una,de,sus,2,11,0.18181818181818182
y,tengo,miedo,2,6,0.3333333333333333
muteado,>,<,2,2,1.0
ya,men,>,2,2,1.0
<,ya,men,2,583,0.003430531732418525
<,no,pase,2,416,0.004807692307692308
<,y,gracias,2,991,0.0020181634712411706
el,golpe,>,2,2,1.0
>,<,sali,2,12341,0.00016206142127866461
y,me,voy,2,83,0.024096385542168676
llegando,>,<,2,2,1.0
<,espero,>,2,13,0.15384615384615385
wenas,men,>,2,2,1.0
<,mejor,voy,2,38,0.05263157894736842
<,wenas,men,2,31,0.06451612903225806
<,este,>,2,16,0.125
un,problema,>,2,4,0.5
<,estas,ocupado,2,9,0.2222222222222222
cuando,acabe,mi,2,2,1.0
quieres,jugar,al,2,69,0.028985507246376812
gracias,a,eso,2,6,0.3333333333333333
para,hacer,la,2,12,0.16666666666666666
pero,mi,hermano,2,5,0.4
otra,vez,xd,2,20,0.1
a,ir,por,2,29,0.06896551724137931
van,a,ir,2,35,0.05714285714285714
ya,mañana,>,2,13,0.15384615384615385
si,quieres,jugamos,2,31,0.06451612903225806
creo,que,a,2,116,0.017241379310344827
vez,xd,>,2,2,1.0
me,queda,pila,2,3,0.6666666666666666
y,que,ya,2,56,0.03571428571428571
ya,mate,a,2,2,1.0
<,despues,de,2,2,1.0
>,<,despues,2,12341,0.00016206142127866461
<,si,nadamas,2,547,0.003656307129798903
si,ntp,bro,2,24,0.08333333333333333
cuando,puedas,>,2,7,0.2857142857142857
hora,que,puedas,2,3,0.6666666666666666
3,cosas,>,2,2,1.0
esperemos,que,no,2,3,0.6666666666666666
<,si,ahorita,2,547,0.003656307129798903
las,mejores,botas,2,3,0.6666666666666666
y,de,las,2,20,0.1
me,dieron,el,2,25,0.08
ese,mundo,>,2,2,1.0
godmode,>,<,2,2,1.0
el,modo,journey,2,12,0.16666666666666666
santa,>,<,2,2,1.0
a,la,princesa,2,112,0.017857142857142856
pusieron,a,la,2,4,0.5
>,<,vez,2,12341,0.00016206142127866461
npc,>,<,2,2,1.0
>,<,nuevo,2,12341,0.00016206142127866461
<,actualizaron,el,2,2,1.0
>,<,actualizaron,2,12341,0.00016206142127866461
seria,un,buen,2,2,1.0
moon,lord,>,2,4,0.5
lord,>,<,2,2,1.0
<,la,ventaja,2,85,0.023529411764705882
zenith,>,<,2,2,1.0
a,pasar,algo,2,11,0.18181818181818182
si,me,llega,2,116,0.017241379310344827
tu,me,puedes,2,6,0.3333333333333333
todos,los,juegos,2,14,0.14285714285714285
de,hecho,con,2,25,0.08
realm,bro,?,2,2,1.0
ya,se,porque,2,52,0.038461538461538464
es,un,jefe,2,35,0.05714285714285714
a,nmms,>,2,4,0.5
>,<,nono,2,12341,0.00016206142127866461
bloques,>,<,2,2,1.0
mata,>,<,2,2,1.0
<,ya,veras,2,583,0.003430531732418525
un,jefe,>,2,3,0.6666666666666666
ya,esta,>,2,13,0.15384615384615385
<,ya,maña,2,583,0.003430531732418525
porque,no,?,2,13,0.15384615384615385
tele,>,<,2,2,1.0
<,el,domingo,2,182,0.01098901098901099
hoy,puedes,jugar,2,3,0.6666666666666666
>,<,._.,2,12341,0.00016206142127866461
<,que,todo,2,226,0.008849557522123894
y,que,paso,2,56,0.03571428571428571
ya,viste,lo,2,6,0.3333333333333333
mi,mamá,anda,2,87,0.022988505747126436
domingo,?,>,2,2,1.0
pero,aun,no,2,5,0.4
estar,en,el,2,10,0.2
a,estar,en,2,19,0.10526315789473684
buenos,>,<,2,2,1.0
halo,xd,>,2,2,1.0
<,tambien,si,2,27,0.07407407407407407
el,domingo,?,2,7,0.2857142857142857
de,estados,unidos,2,2,1.0
tengo,el,codigo,2,13,0.15384615384615385
<,weno,>,2,9,0.2222222222222222
<,tengo,el,2,48,0.041666666666666664
de,la,cuenta,2,155,0.012903225806451613
saco,de,la,2,2,1.0
me,saco,de,2,6,0.3333333333333333
el,steam,>,2,3,0.6666666666666666
me,trabo,el,2,3,0.6666666666666666
pelicula,>,<,2,2,1.0
un,error,de,2,5,0.4
andan,viendo,una,2,2,1.0
asi,en,el,2,4,0.5
corrompido,>,<,2,2,1.0
chunk,corrompido,>,2,2,1.0
un,chunk,corrompido,2,2,1.0
error,de,chunk,2,3,0.6666666666666666
me,espero,>,2,4,0.5
<,ya,con,2,583,0.003430531732418525
te,mando,foto,2,4,0.5
<,para,la,2,68,0.029411764705882353
la,distribución,de,2,2,1.0
a,la,otra,2,112,0.017857142857142856
espejos,",",>,2,2,1.0
los,espejos,",",2,2,1.0
mi,mamá,que,2,87,0.022988505747126436
si,me,dijo,2,116,0.017241379310344827
un,peluche,de,2,3,0.6666666666666666
me,llevo,un,2,4,0.5
llegue,a,la,2,9,0.2222222222222222
de,lo,del,2,14,0.14285714285714285
>,<,punto,2,12341,0.00016206142127866461
mamá,me,dijo,2,7,0.2857142857142857
la,mamalona,>,2,2,1.0
<,si,los,2,547,0.003656307129798903
creo,que,aun,2,116,0.017241379310344827
distribución,de,tu,2,2,1.0
de,tu,carro,2,9,0.2222222222222222
velocidades,",",>,2,2,1.0
de,cosas,>,2,5,0.4
estable,que,digamos,2,2,1.0
a,la,moto,2,112,0.017857142857142856
ni,a,mi,2,3,0.6666666666666666
<,ni,a,2,47,0.0425531914893617
hasta,ahora,no,2,3,0.6666666666666666
armas,>,<,2,2,1.0
<,si,son,2,547,0.003656307129798903
lo,que,era,2,123,0.016260162601626018
el,punto,ciego,2,8,0.25
que,estar,en,2,3,0.6666666666666666
ver,con,los,2,2,1.0
que,ver,con,2,12,0.16666666666666666
<,otra,cosa,2,10,0.2
de,la,derecha,2,155,0.012903225806451613
<,el,último,2,182,0.01098901098901099
creed,>,<,2,2,1.0
assassin's,creed,>,2,3,0.6666666666666666
el,mío,>,2,4,0.5
y,el,en,2,56,0.03571428571428571
sus,videos,>,2,2,1.0
hacer,un,stream,2,6,0.3333333333333333
la,vez,que,2,4,0.5
>,<,estaria,2,12341,0.00016206142127866461
>,<,descubri,2,12341,0.00016206142127866461
ya,lo,hice,2,42,0.047619047619047616
>,<,miento,2,12341,0.00016206142127866461
le,dije,>,2,24,0.08333333333333333
<,unu,>,2,2,1.0
>,<,unu,2,12341,0.00016206142127866461
a,estudiar,>,2,3,0.6666666666666666
>,<,ponte,2,12341,0.00016206142127866461
que,ya,>,2,69,0.028985507246376812
en,una,esquinita,2,26,0.07692307692307693
<,fue,de,2,15,0.13333333333333333
antonio,xd,>,2,2,1.0
<,y,tenia,2,991,0.0020181634712411706
simon,te,aviso,2,3,0.6666666666666666
<,simon,te,2,184,0.010869565217391304
a,ser,del,2,32,0.0625
gusto,mucho,>,2,2,1.0
me,gusto,mucho,2,23,0.08695652173913043
<,he,estado,2,5,0.4
<,cuando,puedas,2,37,0.05405405405405406
que,son,de,2,7,0.2857142857142857
estoy,llorando,de,2,6,0.3333333333333333
y,estoy,llorando,2,9,0.2222222222222222
<,lo,estoy,2,107,0.018691588785046728
con,el,codigo,2,71,0.028169014084507043
visto,>,<,2,2,1.0
lo,que,he,2,123,0.016260162601626018
enseño,a,manejar,2,4,0.5
solo,los,martes,2,2,1.0
chidas,>,<,2,2,1.0
martes,xd,>,2,2,1.0
o,en,su,2,8,0.25
en,mi,lap,2,43,0.046511627906976744
opción,>,<,2,2,1.0
sala,>,<,2,2,1.0
una,pantalla,>,2,3,0.6666666666666666
conseguir,>,<,2,2,1.0
puedo,conseguir,>,2,2,1.0
no,tengo,un,2,31,0.06451612903225806
play,>,<,2,2,1.0
la,play,>,2,4,0.5
en,mi,vida,2,43,0.046511627906976744
conté,>,<,2,2,1.0
te,conté,>,2,4,0.5
hacer,llorar,>,2,2,1.0
va,hacer,llorar,2,4,0.5
<,pq,le,2,208,0.009615384615384616
<,es,bien,2,225,0.008888888888888889
es,bien,chido,2,7,0.2857142857142857
a,salir,con,2,6,0.3333333333333333
<,el,mas,2,182,0.01098901098901099
no,sirvo,para,2,2,1.0
<,la,mejor,2,85,0.023529411764705882
y,ya,luego,2,133,0.015037593984962405
jugar,con,un,2,8,0.25
lo,digo,pq,2,2,1.0
algo,rápido,y,2,2,1.0
en,el,punto,2,180,0.011111111111111112
<,mala,idea,2,3,0.6666666666666666
1,igual,>,2,2,1.0
<,no,el,2,416,0.004807692307692308
que,el,profe,2,46,0.043478260869565216
quiere,decir,que,2,3,0.6666666666666666
de,los,que,2,64,0.03125
<,el,mensaje,2,182,0.01098901098901099
no,se,no,2,206,0.009708737864077669
<,men,>,2,3,0.6666666666666666
va,a,trabajar,2,117,0.017094017094017096
>,<,entendible,2,12341,0.00016206142127866461
sale,descansa,bro,2,4,0.5
jugarlo,xd,>,2,2,1.0
pq,me,da,2,24,0.08333333333333333
navidad,>,<,2,2,1.0
<,hoy,salio,2,75,0.02666666666666667
<,el,miércoles,2,182,0.01098901098901099
bot,>,<,2,2,1.0
<,los,martes,2,27,0.07407407407407407
trabajar,",",>,2,2,1.0
<,pq,como,2,208,0.009615384615384616
la,escom,>,2,6,0.3333333333333333
ya,lo,ando,2,42,0.047619047619047616
de,hecho,ves,2,25,0.08
<,entendible,>,2,2,1.0
y,como,?,2,32,0.0625
instalando,>,<,2,2,1.0
que,era,de,2,12,0.16666666666666666
juegos,xd,>,2,2,1.0
va,muchas,gracias,2,2,1.0
<,va,muchas,2,89,0.02247191011235955
mato,>,<,2,2,1.0
prestas,?,>,2,2,1.0
saints,row,2,2,4,0.5
la,hora,>,2,6,0.3333333333333333
como,?,>,2,2,1.0
en,escom,>,2,2,1.0
85,>,<,2,2,1.0
<,85,>,2,2,1.0
>,<,85,2,12341,0.00016206142127866461
<,casi,no,2,10,0.2
es,mañana,a,2,3,0.6666666666666666
<,pq,de,2,208,0.009615384615384616
un,juego,>,2,7,0.2857142857142857
y,se,ve,2,45,0.044444444444444446
lo,encontre,xd,2,2,1.0
y,10,en,2,4,0.5
a,la,superior,2,112,0.017857142857142856
examen,a,la,2,4,0.5
<,y,siempre,2,991,0.0020181634712411706
un,pendejo,>,2,5,0.4
hacer,el,examen,2,10,0.2
no,me,sale,2,140,0.014285714285714285
corazón,>,<,2,2,1.0
el,corazón,>,2,4,0.5
como,si,me,2,10,0.2
no,puedo,>,2,11,0.18181818181818182
me,da,un,2,15,0.13333333333333333
y,asi,es,2,17,0.11764705882352941
no,le,voy,2,32,0.0625
yo,y,me,2,7,0.2857142857142857
<,10,y,2,7,0.2857142857142857
ss,>,<,2,2,1.0
10,y,10,2,4,0.5
si,esta,bien,2,15,0.13333333333333333
verdad,?,>,2,2,1.0
<,pense,que,2,2,1.0
>,<,pense,2,12341,0.00016206142127866461
cam,>,<,2,2,1.0
esta,hermoso,>,2,3,0.6666666666666666
hasta,a,mi,2,2,1.0
tenias,razón,>,2,2,1.0
pero,aun,asi,2,5,0.4
<,tenias,razón,2,2,1.0
>,<,tenias,2,12341,0.00016206142127866461
chulada,>,<,2,2,1.0
que,chulada,>,2,2,1.0
el,de,mi,2,35,0.05714285714285714
fondo,xd,>,2,2,1.0
<,estas,bien,2,9,0.2222222222222222
nos,fuimos,a,2,7,0.2857142857142857
y,ya,nos,2,133,0.015037593984962405
<,algo,como,2,10,0.2
<,me,no,2,248,0.008064516129032258
aprox,>,<,2,2,1.0
windows,>,<,2,2,1.0
>,<,fua,2,12341,0.00016206142127866461
que,habia,un,2,3,0.6666666666666666
en,donde,>,2,8,0.25
ip,>,<,2,2,1.0
no,entender,>,2,2,1.0
>,<,pera,2,12341,0.00016206142127866461
un,proyecto,>,2,6,0.3333333333333333
la,maestra,de,2,3,0.6666666666666666
y,ahora,es,2,19,0.10526315789473684
documentacion,>,<,2,2,1.0
de,soporte,>,2,2,1.0
me,no,entender,2,2,1.0
entender,>,<,2,2,1.0
<,me,pase,2,248,0.008064516129032258
muy,cansado,>,2,2,1.0
y,me,enoje,2,83,0.024096385542168676
hasta,la,madre,2,11,0.18181818181818182
walmart,>,<,2,2,1.0
>,<,fuimos,2,12341,0.00016206142127866461
pasaba,>,<,2,2,1.0
dar,fiebre,>,2,2,1.0
ando,muy,cansado,2,4,0.5
<,tienes,el,2,12,0.16666666666666666
me,esta,dando,2,17,0.11764705882352941
y,ahora,me,2,19,0.10526315789473684
y,fallar,>,2,2,1.0
quiero,llorar,>,2,3,0.6666666666666666
<,quiero,llorar,2,16,0.125
que,ya,te,2,69,0.028985507246376812
ya,lo,encontre,2,42,0.047619047619047616
encontre,xd,>,2,2,1.0
capturadora,>,<,2,2,1.0
lo,wa,a,2,5,0.4
<,solo,el,2,57,0.03508771929824561
de,halloween,>,2,3,0.6666666666666666
que,te,da,2,57,0.03508771929824561
<,son,las,2,10,0.2
tiene,tiempo,>,2,2,1.0
este,año,>,2,3,0.6666666666666666
de,este,año,2,5,0.4
<,bueno,el,2,115,0.017391304347826087
de,dear,david,2,2,1.0
el,de,dear,2,35,0.05714285714285714
y,el,de,2,56,0.03571428571428571
caso,de,ricardo,2,9,0.2222222222222222
denso,>,<,2,2,1.0
dross,>,<,2,2,1.0
batiz,xd,>,2,2,1.0
pq,me,lo,2,24,0.08333333333333333
me,lo,prestas,2,37,0.05405405405405406
el,visage,>,2,2,1.0
dio,miedo,>,2,2,1.0
de,la,ps4,2,155,0.012903225806451613
pero,si,eso,2,45,0.044444444444444446
5,minutos,>,2,3,0.6666666666666666
<,nombre,no,2,9,0.2222222222222222
<,es,con,2,225,0.008888888888888889
con,el,que,2,71,0.028169014084507043
me,dio,miedo,2,13,0.15384615384615385
visage,>,<,2,2,1.0
no,me,dio,2,140,0.014285714285714285
acción,>,<,2,2,1.0
que,esos,si,2,2,1.0
phasmophobia,>,<,2,2,1.0
el,phasmophobia,>,2,2,1.0
>,<,has,2,12341,0.00016206142127866461
ahorita,te,lo,2,18,0.1111111111111111
wacho,ahi,>,2,2,1.0
te,wacho,ahi,2,11,0.18181818181818182
<,en,este,2,112,0.017857142857142856
mi,proyecto,>,2,2,1.0
me,vaya,por,2,2,1.0
pago,>,<,2,2,1.0
si,me,voy,2,116,0.017241379310344827
<,y,esas,2,991,0.0020181634712411706
pues,como,me,2,4,0.5
sacaron,>,<,2,2,1.0
una,duda,>,2,3,0.6666666666666666
a,fondo,>,2,4,0.5
oye,men,>,2,5,0.4
un,sistema,de,2,2,1.0
de,la,segunda,2,155,0.012903225806451613
un,chat,secreto,2,3,0.6666666666666666
oye,como,activo,2,4,0.5
si,es,de,2,24,0.08333333333333333
>,<,aa,2,12341,0.00016206142127866461
pos,te,wacho,2,2,1.0
sus,juegos,>,2,2,1.0
tu,perfil,de,2,2,1.0
la,compro,>,2,4,0.5
ya,se,la,2,52,0.038461538461538464
que,salio,la,2,5,0.4
//,>,<,2,2,1.0
:,//,>,2,2,1.0
todos,sus,juegos,2,2,1.0
<,simon,pero,2,184,0.010869565217391304
la,ps4,>,2,4,0.5
mi,ps3,para,2,2,1.0
ese,juego,>,2,4,0.5
lo,mismo,>,2,12,0.16666666666666666
<,ni,lo,2,47,0.0425531914893617
<,yo,pensaba,2,164,0.012195121951219513
es,el,de,2,66,0.030303030303030304
<,ando,desganado,2,41,0.04878048780487805
decía,>,<,2,2,1.0
mira,nomas,que,2,4,0.5
última,>,<,2,2,1.0
nmms,si,estoy,2,9,0.2222222222222222
en,corto,>,2,3,0.6666666666666666
esta,en,corto,2,12,0.16666666666666666
<,o,esta,2,111,0.018018018018018018
se,que,es,2,29,0.06896551724137931
o,si,?,2,18,0.1111111111111111
no,lo,vimos,2,40,0.05
<,segun,yo,2,7,0.2857142857142857
<,es,a,2,225,0.008888888888888889
pq,es,un,2,11,0.18181818181818182
de,abajo,>,2,2,1.0
acuerdas,de,como,2,5,0.4
trigo,>,<,2,2,1.0
de,trigo,>,2,2,1.0
<,pq,los,2,208,0.009615384615384616
ya,te,vas,2,14,0.14285714285714285
<,que,chingon,2,226,0.008849557522123894
instalarlo,>,<,2,2,1.0
no,tanto,>,2,2,1.0
<,esta,buenisimo,2,46,0.043478260869565216
>,<,dejalo,2,12341,0.00016206142127866461
lunes,xd,>,2,2,1.0
el,lunes,xd,2,16,0.125
<,mi,estimado,2,48,0.041666666666666664
lo,tengo,instalado,2,8,0.25
>,<,putos,2,12341,0.00016206142127866461
algo,bro,?,2,2,1.0
jugar,algo,bro,2,18,0.1111111111111111
pronto,>,<,2,2,1.0
mamá,fue,a,2,2,1.0
mi,mamá,fue,2,87,0.022988505747126436
de,que,>,2,106,0.018867924528301886
ets,de,trigo,2,3,0.6666666666666666
es,la,misma,2,47,0.0425531914893617
por,llegar,a,2,2,1.0
y,los,de,2,18,0.1111111111111111
es,que,aaaa,2,183,0.01092896174863388
pero,tengo,miedo,2,2,1.0
<,pero,tengo,2,345,0.005797101449275362
a,las,11,2,69,0.028985507246376812
regreso,a,clases,2,4,0.5
farmeando,>,<,2,2,1.0
esos,>,<,2,2,1.0
lugar,>,<,2,2,1.0
uno,de,esos,2,12,0.16666666666666666
baja,>,<,2,2,1.0
ibamos,a,la,2,3,0.6666666666666666
