Term 1,Term 2,Term 3,Frequency,Context Frequency,Conditional Probability
<,ya,vi,8,583,0.0137221269296741
<,neta,?,8,11,0.7272727272727273
<,si,lo,8,547,0.014625228519195612
tu,?,>,8,8,1.0
le,dije,que,8,24,0.3333333333333333
yo,xd,>,8,8,1.0
digo,que,si,8,28,0.2857142857142857
._.,>,<,8,8,1.0
<,si,esta,8,547,0.014625228519195612
spoiler,>,<,8,8,1.0
dias,>,<,8,8,1.0
>,<,:0,8,12341,0.0006482456851146585
cafe,>,<,8,8,1.0
<,pero,como,8,345,0.02318840579710145
<,:0,>,8,8,1.0
mi,abuela,>,8,18,0.4444444444444444
pues,si,>,8,19,0.42105263157894735
a,las,8,8,69,0.11594202898550725
tal,>,<,8,8,1.0
bien,xd,>,8,8,1.0
dieron,ganas,de,8,9,0.8888888888888888
acabo,de,hacer,8,29,0.27586206896551724
<,es,lo,8,225,0.035555555555555556
para,que,no,8,56,0.14285714285714285
vida,>,<,8,8,1.0
en,el,genshin,8,180,0.044444444444444446
algo,asi,>,8,10,0.8
>,<,ojo,8,12341,0.0006482456851146585
del,juego,>,8,10,0.8
a,prender,bro,8,42,0.19047619047619047
>,<,sabes,8,12341,0.0006482456851146585
oye,bro,>,8,9,0.8888888888888888
que,ya,me,8,69,0.11594202898550725
>,<,sure,8,12341,0.0006482456851146585
a,su,madre,8,21,0.38095238095238093
<,pero,ps,8,345,0.02318840579710145
lo,de,mi,8,70,0.11428571428571428
lap,>,<,8,8,1.0
x2,>,<,8,8,1.0
que,tal,si,8,53,0.1509433962264151
>,<,top,8,12341,0.0006482456851146585
hermoso,>,<,8,8,1.0
<,a,ya,8,264,0.030303030303030304
<,se,viene,8,104,0.07692307692307693
en,otras,noticias,8,10,0.8
<,pero,el,8,345,0.02318840579710145
bro,descansa,>,8,8,1.0
hago,>,<,8,8,1.0
ay,wey,>,8,14,0.5714285714285714
>,<,provecho,8,12341,0.0006482456851146585
antes,>,<,8,8,1.0
<,e,bro,8,53,0.1509433962264151
<,provecho,>,8,8,1.0
paso,>,<,8,8,1.0
<,ahi,ta,8,45,0.17777777777777778
<,nmms,si,8,47,0.1702127659574468
hora,>,<,8,8,1.0
ahorita,>,<,8,8,1.0
>,<,estaba,8,12341,0.0006482456851146585
>,<,su,8,12341,0.0006482456851146585
>,<,nunca,8,12341,0.0006482456851146585
xdd,>,<,8,8,1.0
<,ahora,a,8,71,0.11267605633802817
en,discord,>,8,16,0.5
más,>,<,8,8,1.0
voy,a,ver,8,214,0.037383177570093455
llorando,>,<,8,8,1.0
nomas,>,<,8,8,1.0
🤑,>,<,8,8,1.0
ir,>,<,8,8,1.0
y,me,dijo,8,83,0.0963855421686747
no,se,me,8,206,0.038834951456310676
<,ntp,bro,8,46,0.17391304347826086
<,y,luego,8,991,0.008072653884964682
nuevo,>,<,8,8,1.0
a,la,1,8,112,0.07142857142857142
acabo,de,ver,8,29,0.27586206896551724
jalo,>,<,8,8,1.0
<,verga,>,8,19,0.42105263157894735
>,<,besto,7,12341,0.0005672149744753262
<,la,de,7,85,0.08235294117647059
semana,>,<,7,7,1.0
>,<,sip,7,12341,0.0005672149744753262
<,que,se,7,226,0.030973451327433628
>,<,chaaaale,7,12341,0.0005672149744753262
con,ella,>,7,14,0.5
que,tal,>,7,53,0.1320754716981132
a,decir,que,7,14,0.5
fondo,>,<,7,7,1.0
la,mañana,>,7,13,0.5384615384615384
jefes,>,<,7,7,1.0
tipo,del,telefono,7,7,1.0
mi,mamá,me,7,87,0.08045977011494253
>,<,nadamás,7,12341,0.0005672149744753262
<,de,la,7,93,0.07526881720430108
y,le,dije,7,38,0.18421052631578946
<,pero,en,7,345,0.020289855072463767
ya,no,me,7,59,0.11864406779661017
sure,>,<,7,7,1.0
dios,>,<,7,7,1.0
de,que,se,7,106,0.0660377358490566
<,mmmm,>,7,13,0.5384615384615384
<,eso,si,7,29,0.2413793103448276
tal,?,>,7,7,1.0
aviso,>,<,7,7,1.0
proyecto,>,<,7,7,1.0
mmmm,>,<,7,7,1.0
el,pedo,es,7,14,0.5
<,te,veo,7,79,0.08860759493670886
y,yo,>,7,37,0.1891891891891892
vas,a,prender,7,47,0.14893617021276595
<,sure,>,7,8,0.875
aaa,>,<,7,7,1.0
weno,>,<,7,7,1.0
en,facebook,>,7,11,0.6363636363636364
tiene,que,ver,7,7,1.0
en,mi,casa,7,43,0.16279069767441862
>,<,ayuda,7,12341,0.0005672149744753262
el,terraria,>,7,14,0.5
mi,papá,>,7,15,0.4666666666666667
papá,>,<,7,7,1.0
ves,>,<,7,7,1.0
con,mi,mamá,7,35,0.2
logros,>,<,7,7,1.0
<,también,>,7,42,0.16666666666666666
<,y,con,7,991,0.007063572149344097
mejor,mañana,>,7,8,0.875
lo,que,se,7,123,0.056910569105691054
<,ando,en,7,41,0.17073170731707318
>,<,nice,7,12341,0.0005672149744753262
v,>,<,7,7,1.0
el,de,la,7,35,0.2
un,buen,>,7,36,0.19444444444444445
buen,>,<,7,7,1.0
sabe,>,<,7,7,1.0
>,<,weeee,7,12341,0.0005672149744753262
bien,?,>,7,9,0.7777777777777778
<,ya,quiero,7,583,0.012006861063464836
su,madre,>,7,24,0.2916666666666667
seguro,>,<,7,7,1.0
te,wacho,>,7,11,0.6363636363636364
<,y,esta,7,991,0.007063572149344097
7,?,>,7,7,1.0
<,va,te,7,89,0.07865168539325842
las,7,>,7,22,0.3181818181818182
<,si,mejor,7,547,0.012797074954296161
libre,>,<,7,7,1.0
>,<,vava,7,12341,0.0005672149744753262
<,listo,ya,7,33,0.21212121212121213
<,ya,mejor,7,583,0.012006861063464836
espero,>,<,7,7,1.0
9,>,<,7,7,1.0
no,me,lo,7,140,0.05
<,como,le,7,103,0.06796116504854369
que,es,la,7,56,0.125
<,me,voy,7,248,0.028225806451612902
final,>,<,7,7,1.0
<,es,un,7,225,0.03111111111111111
>,<,10,7,12341,0.0005672149744753262
12,>,<,7,7,1.0
vas,a,ir,7,47,0.14893617021276595
aaaaaaa,>,<,7,7,1.0
vava,>,<,7,7,1.0
rápido,>,<,7,7,1.0
tal,se,ve,7,12,0.5833333333333334
meses,>,<,7,7,1.0
halo,>,<,7,7,1.0
voy,a,estar,7,214,0.03271028037383177
<,aaaa,>,7,14,0.5
<,lo,mas,7,107,0.06542056074766354
>,<,llegue,7,12341,0.0005672149744753262
>,<,sisisi,7,12341,0.0005672149744753262
<,al,chile,7,51,0.13725490196078433
bro,gracias,>,7,7,1.0
a,las,12,7,69,0.10144927536231885
efectivamente,>,<,7,7,1.0
<,efectivamente,>,7,10,0.7
ya,se,>,7,52,0.1346153846153846
<,namas,que,7,24,0.2916666666666667
chingada,>,<,7,7,1.0
>,<,segun,7,12341,0.0005672149744753262
<,pq,es,7,208,0.03365384615384615
jugamos,>,<,7,7,1.0
si,va,a,7,9,0.7777777777777778
<,y,un,7,991,0.007063572149344097
un,ratito,>,7,10,0.7
>,<,felicidades,7,12341,0.0005672149744753262
>,<,donde,7,12341,0.0005672149744753262
el,directo,>,7,12,0.5833333333333334
>,<,pufff,7,12341,0.0005672149744753262
twitch,>,<,7,7,1.0
>,<,ves,7,12341,0.0005672149744753262
veo,>,<,7,7,1.0
de,mi,mamá,7,63,0.1111111111111111
<,y,asi,7,991,0.007063572149344097
>,<,juas,7,12341,0.0005672149744753262
<,chingue,su,7,7,1.0
<,por,ejemplo,7,83,0.08433734939759036
>,<,chingue,7,12341,0.0005672149744753262
va,a,ir,7,117,0.05982905982905983
<,se,ve,7,104,0.0673076923076923
canal,>,<,7,7,1.0
llorar,>,<,7,7,1.0
pq,no,me,7,38,0.18421052631578946
>,<,tiene,7,12341,0.0005672149744753262
<,que,si,7,226,0.030973451327433628
y,mira,>,7,15,0.4666666666666667
equipo,>,<,7,7,1.0
no,me,acuerdo,7,140,0.05
y,ya,no,7,133,0.05263157894736842
cosa,>,<,7,7,1.0
uff,men,>,7,9,0.7777777777777778
<,y,creo,7,991,0.007063572149344097
no,hay,problema,7,29,0.2413793103448276
ayer,>,<,7,7,1.0
>,<,está,7,12341,0.0005672149744753262
>,<,puedo,7,12341,0.0005672149744753262
owo,>,<,7,7,1.0
>,<,camara,7,12341,0.0005672149744753262
uff,>,<,7,7,1.0
aaaaaaaaaa,>,<,7,7,1.0
noche,>,<,7,7,1.0
ya,estoy,>,7,33,0.21212121212121213
preocupes,bro,>,7,7,1.0
es,que,ando,7,183,0.03825136612021858
<,ya,casi,7,583,0.012006861063464836
lo,de,los,7,70,0.1
de,que,no,7,106,0.0660377358490566
episodio,>,<,7,7,1.0
que,va,a,7,13,0.5384615384615384
muchas,gracias,>,7,17,0.4117647058823529
simon,simon,>,7,8,0.875
<,bueno,a,7,115,0.06086956521739131
<,simon,simon,7,184,0.03804347826086957
la,verga,>,7,11,0.6363636363636364
no,",",>,7,7,1.0
ets,>,<,7,7,1.0
te,digo,>,7,30,0.23333333333333334
<,es,una,7,225,0.03111111111111111
>,<,nel,7,12341,0.0005672149744753262
te,preocupes,bro,7,59,0.11864406779661017
noticias,>,<,7,7,1.0
siempre,>,<,7,7,1.0
pasar,>,<,7,7,1.0
ya,me,lo,6,122,0.04918032786885246
wars,>,<,6,6,1.0
war,>,<,6,6,1.0
o,algo,asi,6,9,0.6666666666666666
>,<,pienso,6,12341,0.0004861842638359938
>,<,ocupo,6,12341,0.0004861842638359938
of,war,>,6,10,0.6
<,ya,es,6,583,0.010291595197255575
>,<,tremendo,6,12341,0.0004861842638359938
hay,un,chingo,6,14,0.42857142857142855
wacha,>,<,6,6,1.0
imagen,>,<,6,6,1.0
<,pero,bueno,6,345,0.017391304347826087
<,quien,sabe,6,9,0.6666666666666666
aaaaaaaa,>,<,6,6,1.0
nada,xd,>,6,6,1.0
te,vas,a,6,8,0.75
iba,a,decir,6,36,0.16666666666666666
<,vavava,gracias,6,106,0.05660377358490566
<,si,te,6,547,0.010968921389396709
raro,>,<,6,6,1.0
<,y,otra,6,991,0.006054490413723511
stremear,>,<,6,6,1.0
que,no,lo,6,132,0.045454545454545456
mañana,voy,a,6,7,0.8571428571428571
>,<,foxy,6,12341,0.0004861842638359938
si,me,lo,6,116,0.05172413793103448
micro,>,<,6,6,1.0
<,a,y,6,264,0.022727272727272728
<,ahorita,lo,6,97,0.061855670103092786
esta,bien,>,6,21,0.2857142857142857
<,me,dieron,6,248,0.024193548387096774
te,digo,que,6,30,0.2
<,y,nos,6,991,0.006054490413723511
que,quieres,jugar,6,7,0.8571428571428571
la,serie,de,6,11,0.5454545454545454
rafita,>,<,6,6,1.0
<,ese,es,6,21,0.2857142857142857
de,la,chingada,6,155,0.03870967741935484
que,tal,?,6,53,0.11320754716981132
<,apenas,voy,6,20,0.3
dije,>,<,6,6,1.0
o,que,>,6,16,0.375
<,we,me,6,48,0.125
tengo,>,<,6,6,1.0
vi,>,<,6,6,1.0
ya,ni,te,6,18,0.3333333333333333
gusta,>,<,6,6,1.0
cuarto,>,<,6,6,1.0
reto,>,<,6,6,1.0
espera,>,<,6,6,1.0
<,chin,>,6,10,0.6
si,no,me,6,89,0.06741573033707865
f3,>,<,6,6,1.0
star,wars,>,6,9,0.6666666666666666
<,xddddd,>,6,6,1.0
>,<,7,6,12341,0.0004861842638359938
me,gusto,>,6,23,0.2608695652173913
ya,voy,>,6,41,0.14634146341463414
<,no,sé,6,416,0.014423076923076924
días,>,<,6,6,1.0
mi,lap,>,6,12,0.5
vavava,gracias,>,6,6,1.0
si,ya,se,6,38,0.15789473684210525
>,<,?,6,12341,0.0004861842638359938
con,la,historia,6,40,0.15
pero,no,me,6,50,0.12
que,si,le,6,119,0.05042016806722689
<,bueno,bueno,6,115,0.05217391304347826
debe,de,ser,6,10,0.6
<,lo,de,6,107,0.056074766355140186
chin,>,<,6,6,1.0
<,no,estoy,6,416,0.014423076923076924
gaster,>,<,6,6,1.0
>,<,awanta,6,12341,0.0004861842638359938
se,de,que,6,6,1.0
<,no,voy,6,416,0.014423076923076924
regreso,>,<,6,6,1.0
clases,>,<,6,6,1.0
<,pero,la,6,345,0.017391304347826087
tanto,>,<,6,6,1.0
ya,no,>,6,59,0.1016949152542373
>,<,dame,6,12341,0.0004861842638359938
hacerlo,>,<,6,6,1.0
la,chingada,>,6,12,0.5
en,caso,de,6,7,0.8571428571428571
<,chaaaale,>,6,7,0.8571428571428571
que,bueno,que,6,7,0.8571428571428571
<,ahi,me,6,45,0.13333333333333333
idea,>,<,6,6,1.0
<,ya,llegué,6,583,0.010291595197255575
chaaaale,>,<,6,6,1.0
y,eso,>,6,29,0.20689655172413793
personaje,>,<,6,6,1.0
y,mi,hermano,6,22,0.2727272727272727
>,<,chaale,6,12341,0.0004861842638359938
phasmo,>,<,6,6,1.0
cómo,y,ya,6,8,0.75
puedes,?,>,6,6,1.0
prendo,?,>,6,6,1.0
inicio,>,<,6,6,1.0
va,a,pasar,6,117,0.05128205128205128
gracias,figue,>,6,6,1.0
pq,no,se,6,38,0.15789473684210525
razón,>,<,6,6,1.0
voy,a,hacer,6,214,0.028037383177570093
discord,?,>,6,7,0.8571428571428571
lo,que,no,6,123,0.04878048780487805
stream,?,>,6,6,1.0
<,vava,>,6,7,0.8571428571428571
con,el,>,6,71,0.08450704225352113
<,cada,vez,6,9,0.6666666666666666
y,me,dieron,6,83,0.07228915662650602
pedo,es,que,6,8,0.75
es,que,>,6,183,0.03278688524590164
>,<,además,6,12341,0.0004861842638359938
te,iba,a,6,6,1.0
y,ya,se,6,133,0.045112781954887216
modo,>,<,6,6,1.0
en,el,juego,6,180,0.03333333333333333
si,se,ve,6,51,0.11764705882352941
creo,que,me,6,116,0.05172413793103448
>,<,uy,6,12341,0.0004861842638359938
<,bueno,si,6,115,0.05217391304347826
daño,>,<,6,6,1.0
voy,a,empezar,6,214,0.028037383177570093
como,se,ve,6,14,0.42857142857142855
de,nuevo,>,6,22,0.2727272727272727
<,figue,>,6,11,0.5454545454545454
obs,>,<,6,6,1.0
>,<,xddddd,6,12341,0.0004861842638359938
jala,>,<,6,6,1.0
>,<,estuve,6,12341,0.0004861842638359938
año,>,<,6,6,1.0
ni,modo,>,6,8,0.75
de,mi,papá,6,63,0.09523809523809523
y,todo,>,6,8,0.75
si,bro,gracias,6,33,0.18181818181818182
ya,va,a,6,12,0.5
<,por,lo,6,83,0.07228915662650602
puta,madre,>,6,8,0.75
<,siempre,si,6,17,0.35294117647058826
<,esta,bien,6,46,0.13043478260869565
<,pero,para,6,345,0.017391304347826087
antes,de,que,6,9,0.6666666666666666
a,las,2,6,69,0.08695652173913043
:,v,>,6,6,1.0
a,jugar,con,6,28,0.21428571428571427
a,matar,a,6,9,0.6666666666666666
<,tengo,que,6,48,0.125
figueeee,>,<,6,6,1.0
>,<,figueeee,6,12341,0.0004861842638359938
perfecto,>,<,6,6,1.0
eso,es,lo,6,15,0.4
feo,>,<,6,6,1.0
atras,>,<,6,6,1.0
tema,>,<,6,6,1.0
que,es,el,6,56,0.10714285714285714
<,y,estoy,6,991,0.006054490413723511
>,<,recuerda,6,12341,0.0004861842638359938
>,<,puto,6,12341,0.0004861842638359938
va,a,estar,6,117,0.05128205128205128
puedes,>,<,6,6,1.0
<,solo,que,6,57,0.10526315789473684
terraria,?,>,6,6,1.0
<,espero,y,6,13,0.46153846153846156
<,ya,hasta,6,583,0.010291595197255575
que,se,me,6,79,0.0759493670886076
jugamos,?,>,6,6,1.0
<,eii,>,6,9,0.6666666666666666
>,<,chance,6,12341,0.0004861842638359938
00,>,<,6,6,1.0
:,00,>,6,6,1.0
es,la,primera,6,47,0.1276595744680851
<,weeee,>,6,7,0.8571428571428571
abajo,>,<,6,6,1.0
puedas,>,<,6,6,1.0
carro,>,<,6,6,1.0
<,no,quiero,6,416,0.014423076923076924
<,es,como,6,225,0.02666666666666667
ok,me,avisas,6,6,1.0
simon,bro,>,6,9,0.6666666666666666
y,si,me,6,79,0.0759493670886076
<,provechito,>,6,6,1.0
pq,>,<,6,6,1.0
provechito,>,<,6,6,1.0
ser,>,<,6,6,1.0
asi,?,>,6,7,0.8571428571428571
pendejos,>,<,6,6,1.0
de,mi,abue,6,63,0.09523809523809523
el,genshin,>,6,13,0.46153846153846156
<,el,chiste,6,182,0.03296703296703297
<,le,voy,6,60,0.1
>,<,ahí,6,12341,0.0004861842638359938
importante,>,<,6,6,1.0
<,y,al,6,991,0.006054490413723511
morado,>,<,6,6,1.0
weeee,>,<,6,6,1.0
eii,>,<,6,6,1.0
>,<,provechito,6,12341,0.0004861842638359938
es,que,ya,6,183,0.03278688524590164
entonces,>,<,6,6,1.0
de,proba,>,6,6,1.0
<,mi,mamá,6,48,0.125
fiebre,>,<,6,6,1.0
no,se,como,6,206,0.02912621359223301
a,ver,la,6,115,0.05217391304347826
<,mañana,?,6,41,0.14634146341463414
puto,>,<,6,6,1.0
juegos,>,<,6,6,1.0
juas,>,<,6,6,1.0
pregunta,>,<,6,6,1.0
>,<,muchas,6,12341,0.0004861842638359938
no,va,a,6,9,0.6666666666666666
>,<,bien,6,12341,0.0004861842638359938
las,7,?,6,22,0.2727272727272727
otras,noticias,>,6,8,0.75
<,se,lo,6,104,0.057692307692307696
>,<,antes,6,12341,0.0004861842638359938
<,porque,no,6,69,0.08695652173913043
>,<,del,6,12341,0.0004861842638359938
>,<,perdon,6,12341,0.0004861842638359938
pase,>,<,6,6,1.0
escom,>,<,6,6,1.0
lo,mas,seguro,6,15,0.4
ganas,>,<,6,6,1.0
si,no,ya,6,89,0.06741573033707865
<,muchas,gracias,6,6,1.0
como,a,las,5,12,0.4166666666666667
<,porque,si,5,69,0.07246376811594203
logo,>,<,5,5,1.0
ni,pedo,a,5,14,0.35714285714285715
dormir,>,<,5,5,1.0
<,también,me,5,42,0.11904761904761904
>,<,quizas,5,12341,0.00040515355319666155
casa,de,mi,5,7,0.7142857142857143
david,>,<,5,5,1.0
<,ya,prendi,5,583,0.008576329331046312
>,<,seguro,5,12341,0.00040515355319666155
de,la,historia,5,155,0.03225806451612903
<,no,lo,5,416,0.01201923076923077
<,o,bueno,5,111,0.04504504504504504
el,lunes,>,5,16,0.3125
lunes,>,<,5,5,1.0
basilisco,>,<,5,5,1.0
>,<,achinga,5,12341,0.00040515355319666155
mi,mamá,ya,5,87,0.05747126436781609
con,mi,abuela,5,35,0.14285714285714285
el,hombre,morado,5,6,0.8333333333333334
se,me,olvidó,5,91,0.054945054945054944
no,me,convence,5,140,0.03571428571428571
y,se,me,5,45,0.1111111111111111
no,tengo,internet,5,31,0.16129032258064516
a,eso,>,5,7,0.7142857142857143
primero,>,<,5,5,1.0
>,<,así,5,12341,0.00040515355319666155
<,juas,juas,5,7,0.7142857142857143
ps,si,>,5,15,0.3333333333333333
que,me,iba,5,189,0.026455026455026454
me,iba,a,5,7,0.7142857142857143
o,no,>,5,23,0.21739130434782608
<,aun,asi,5,26,0.19230769230769232
se,ve,>,5,61,0.08196721311475409
que,te,digo,5,57,0.08771929824561403
lo,que,te,5,123,0.04065040650406504
pufff,>,<,5,5,1.0
mi,abue,>,5,13,0.38461538461538464
abue,>,<,5,5,1.0
ando,en,la,5,24,0.20833333333333334
<,ya,mañana,5,583,0.008576329331046312
se,ve,bien,5,61,0.08196721311475409
a,que,me,5,44,0.11363636363636363
que,voy,hacer,5,16,0.3125
cy,>,<,5,5,1.0
<,cy,>,5,5,1.0
con,esme,>,5,7,0.7142857142857143
si,me,dan,5,116,0.04310344827586207
>,<,puedes,5,12341,0.00040515355319666155
>,<,cy,5,12341,0.00040515355319666155
a,bueno,>,5,12,0.4166666666666667
<,me,lo,5,248,0.020161290322580645
>,<,pasa,5,12341,0.00040515355319666155
web,>,<,5,5,1.0
en,directo,>,5,16,0.3125
<,dile,que,5,9,0.5555555555555556
ocupado,>,<,5,5,1.0
gracias,men,>,5,5,1.0
>,<,esperemos,5,12341,0.00040515355319666155
vas,a,creer,5,47,0.10638297872340426
que,hacer,>,5,9,0.5555555555555556
foto,>,<,5,5,1.0
lo,mejor,prendo,5,30,0.16666666666666666
y,si,lo,5,79,0.06329113924050633
vete,alv,>,5,10,0.5
prueba,>,<,5,5,1.0
clase,?,>,5,5,1.0
>,<,vamos,5,12341,0.00040515355319666155
en,mi,cuarto,5,43,0.11627906976744186
<,ahi,luego,5,45,0.1111111111111111
caso,>,<,5,5,1.0
>,<,primero,5,12341,0.00040515355319666155
<,yo,en,5,164,0.03048780487804878
<,hay,una,5,16,0.3125
<,mejor,mañana,5,38,0.13157894736842105
de,mi,casa,5,63,0.07936507936507936
a,jugar,>,5,28,0.17857142857142858
el,video,>,5,10,0.5
a,dar,un,5,14,0.35714285714285715
la,escuela,y,5,22,0.22727272727272727
*,>,<,5,5,1.0
si,ya,me,5,38,0.13157894736842105
para,que,lo,5,56,0.08928571428571429
ya,me,siento,5,122,0.040983606557377046
lo,logre,>,5,6,0.8333333333333334
logre,>,<,5,5,1.0
<,puto,si,5,6,0.8333333333333334
es,que,al,5,183,0.0273224043715847
y,yo,de,5,37,0.13513513513513514
que,ya,lo,5,69,0.07246376811594203
pc,>,<,5,5,1.0
si,",",>,5,5,1.0
para,que,me,5,56,0.08928571428571429
<,como,no,5,103,0.04854368932038835
<,estoy,bien,5,43,0.11627906976744186
>,<,awantame,5,12341,0.00040515355319666155
<,que,paso,5,226,0.022123893805309734
mas,al,rato,5,6,0.8333333333333334
paso,?,>,5,5,1.0
si,o,si,5,7,0.7142857142857143
futuro,>,<,5,5,1.0
te,lo,paso,5,14,0.35714285714285715
voz,>,<,5,5,1.0
<,nada,>,5,13,0.38461538461538464
martes,>,<,5,5,1.0
las,5,>,5,8,0.625
<,todo,bien,5,20,0.25
se,me,fue,5,91,0.054945054945054944
hay,problema,>,5,7,0.7142857142857143
<,y,despues,5,991,0.005045408678102927
<,no,mames,5,416,0.01201923076923077
a,las,5,5,69,0.07246376811594203
lo,va,a,5,5,1.0
jugar,hoy,?,5,12,0.4166666666666667
buenisimo,>,<,5,5,1.0
<,feliz,cumpleaños,5,15,0.3333333333333333
ya,no,se,5,59,0.0847457627118644
un,poco,de,5,47,0.10638297872340426
e,bro,>,5,8,0.625
<,ya,esta,5,583,0.008576329331046312
ya,le,dije,5,35,0.14285714285714285
a,lo,mucho,5,49,0.10204081632653061
me,wa,a,5,8,0.625
<,no,",",5,416,0.01201923076923077
rato,?,>,5,5,1.0
ya,tengo,el,5,31,0.16129032258064516
que,ya,tengo,5,69,0.07246376811594203
me,pusieron,la,5,5,1.0
<,aaaaaa,>,5,5,1.0
>,<,aaaaaa,5,12341,0.00040515355319666155
sirve,>,<,5,5,1.0
voy,a,poner,5,214,0.02336448598130841
les,caigo,>,5,7,0.7142857142857143
copy,>,<,5,5,1.0
<,ahorita,ya,5,97,0.05154639175257732
ahi,luego,>,5,7,0.7142857142857143
persona,>,<,5,5,1.0
familia,>,<,5,5,1.0
me,dan,ganas,5,10,0.5
<,en,otras,5,112,0.044642857142857144
a,pos,a,5,19,0.2631578947368421
tengo,hambre,>,5,5,1.0
pos,a,ver,5,6,0.8333333333333334
<,y,pq,5,991,0.005045408678102927
<,si,puedes,5,547,0.009140767824497258
<,ok,ya,5,174,0.028735632183908046
cabeza,>,<,5,5,1.0
<,que,el,5,226,0.022123893805309734
<,ya,prendí,5,583,0.008576329331046312
hueva,>,<,5,5,1.0
<,ahorita,ando,5,97,0.05154639175257732
como,te,fue,5,14,0.35714285714285715
voy,a,ir,5,214,0.02336448598130841
hoy,se,arma,5,5,1.0
mira,bro,>,5,5,1.0
<,mira,bro,5,67,0.07462686567164178
<,yo,lo,5,164,0.03048780487804878
<,cómo,y,5,21,0.23809523809523808
<,tabla,:,5,5,1.0
en,la,parte,5,111,0.04504504504504504
>,<,tabla,5,12341,0.00040515355319666155
compro,>,<,5,5,1.0
creo,que,mañana,5,116,0.04310344827586207
si,puedes,>,5,13,0.38461538461538464
uffas,>,<,5,5,1.0
aaaaaaaaa,>,<,5,5,1.0
le,va,a,5,6,0.8333333333333334
aqui,>,<,5,5,1.0
<,si,un,5,547,0.009140767824497258
el,ojo,>,5,9,0.5555555555555556
<,aaaaaaaaa,>,5,5,1.0
te,sientes,?,5,5,1.0
sientes,?,>,5,5,1.0
>,<,aaaaaaaaa,5,12341,0.00040515355319666155
cálculo,>,<,5,5,1.0
de,cálculo,>,5,6,0.8333333333333334
en,la,noche,5,111,0.04504504504504504
<,o,no,5,111,0.04504504504504504
oiga,>,<,5,5,1.0
y,me,la,5,83,0.060240963855421686
>,<,recuerdas,5,12341,0.00040515355319666155
nombre,>,<,5,5,1.0
<,eso,es,5,29,0.1724137931034483
aun,no,me,5,38,0.13157894736842105
lento,>,<,5,5,1.0
<,y,nmms,5,991,0.005045408678102927
duele,>,<,5,5,1.0
creo,que,no,5,116,0.04310344827586207
hoy,men,?,5,5,1.0
si,bro,>,5,33,0.15151515151515152
y,ya,lo,5,133,0.03759398496240601
jugar,hoy,men,5,12,0.4166666666666667
>,<,necesito,5,12341,0.00040515355319666155
dices,>,<,5,5,1.0
chinga,>,<,5,5,1.0
pena,>,<,5,5,1.0
de,las,tormentas,5,39,0.1282051282051282
quieres,jugar,men,5,69,0.07246376811594203
<,figueeee,>,5,6,0.8333333333333334
jugar,men,?,5,5,1.0
<,oye,men,5,74,0.06756756756756757
no,se,preocupe,5,206,0.024271844660194174
se,ve,?,5,61,0.08196721311475409
ve,?,>,5,5,1.0
<,mames,>,5,11,0.45454545454545453
dije,a,mi,5,10,0.5
<,el,que,5,182,0.027472527472527472
el,que,me,5,22,0.22727272727272727
arma,>,<,5,5,1.0
que,si,la,5,119,0.04201680672268908
el,the,forest,5,5,1.0
<,recuerda,que,5,6,0.8333333333333334
pruebas,>,<,5,5,1.0
menos,>,<,5,5,1.0
ya,me,quedo,5,122,0.040983606557377046
en,el,modo,5,180,0.027777777777777776
pq,si,me,5,20,0.25
la,pantalla,>,5,8,0.625
<,como,ves,5,103,0.04854368932038835
<,esta,es,5,46,0.10869565217391304
the,forest,>,5,10,0.5
>,<,alv,5,12341,0.00040515355319666155
<,hasta,me,5,46,0.10869565217391304
forest,>,<,5,5,1.0
<,simon,si,5,184,0.02717391304347826
>,<,cafe,5,12341,0.00040515355319666155
>,<,más,5,12341,0.00040515355319666155
<,cafe,>,5,5,1.0
lo,hice,>,5,11,0.45454545454545453
por,lo,de,5,18,0.2777777777777778
<,y,hay,5,991,0.005045408678102927
deja,checo,>,5,5,1.0
nice,>,<,5,5,1.0
cada,vez,mas,5,7,0.7142857142857143
dijo,el,ciego,5,7,0.7142857142857143
<,que,quieres,5,226,0.022123893805309734
el,ciego,>,5,5,1.0
ciego,>,<,5,5,1.0
las,12,>,5,9,0.5555555555555556
a,un,amigo,5,39,0.1282051282051282
jefe,>,<,5,5,1.0
un,amigo,>,5,16,0.3125
primera,vez,que,5,5,1.0
terraria,",",>,5,5,1.0
<,pos,va,5,26,0.19230769230769232
la,primera,vez,5,16,0.3125
bueno,bueno,>,5,6,0.8333333333333334
>,<,ojala,5,12341,0.00040515355319666155
dijo,que,si,5,21,0.23809523809523808
mensaje,>,<,5,5,1.0
<,yo,no,5,164,0.03048780487804878
tu,no,te,5,7,0.7142857142857143
mi,cel,>,5,7,0.7142857142857143
ya,veremos,dijo,5,7,0.7142857142857143
teoría,>,<,5,5,1.0
prender,un,rato,5,5,1.0
<,a,no,5,264,0.01893939393939394
<,simon,ya,5,184,0.02717391304347826
<,yo,ya,5,164,0.03048780487804878
>,<,he,5,12341,0.00040515355319666155
<,y,mañana,5,991,0.005045408678102927
golpe,>,<,5,5,1.0
>,<,x2,5,12341,0.00040515355319666155
<,ya,viste,5,583,0.008576329331046312
princesa,>,<,5,5,1.0
>,<,buen,5,12341,0.00040515355319666155
punto,>,<,5,5,1.0
